PNO,EQUIPMENT_ID,LOT_NO,WAFER_ID,TIMESTAMP,EXPOSURE_DOSE,FOCUS_POSITION,STAGE_TEMP,BAROMETRIC_PRESSURE,HUMIDITY,ALIGNMENT_ERROR_X,ALIGNMENT_ERROR_Y,LENS_ABERRATION,ILLUMINATION_UNIFORMITY,RETICLE_TEMP
TS00001530,PHOTO_001,LOT250001A,W001,2024.1.1 19:06,30.58864568,-10.35716931,22.96688555,1013.6413,47.27713102,1.989579171,2.314101632,2.533441982,98.31047024,22.96912817
TS00001531,PHOTO_001,LOT250001A,W001,2024.1.1 19:07,30.88078399,-9.747976989,22.97162,1017.165834,47.28485202,2.04831291,2.287047035,2.517245707,98.36111774,22.97094845
TS00001532,PHOTO_001,LOT250001A,W001,2024.1.1 19:08,29.92353004,-9.051486093,22.96852527,1011.746624,47.3815891,2.109907467,2.246404901,2.704133884,98.44610325,22.97182982
TS00001533,PHOTO_001,LOT250001A,W001,2024.1.1 19:09,30.5882406,-10.1758036,22.96574315,1011.724562,47.83547892,2.087940698,2.33019705,2.626135042,98.48069104,22.97273149
TS00001534,PHOTO_001,LOT250001A,W001,2024.1.1 19:09,30.25230311,-12.6796822,22.96304525,1014.59973,47.47854974,2.161782719,2.258491181,2.854672234,98.4891413,22.97481828
TS00001535,PHOTO_001,LOT250001A,W001,2024.1.1 19:10,30.00393129,-10.64966739,22.96131134,1008.253611,46.95245768,2.062360081,2.211052049,2.762643735,98.54656549,22.97624806
TS00001536,PHOTO_001,LOT250001A,W001,2024.1.1 19:11,29.46000574,-13.07770166,22.95874787,1009.029435,47.16036883,2.080799448,2.199695118,2.952154737,98.59477103,22.97713328
TS00001537,PHOTO_001,LOT250001A,W001,2024.1.1 19:12,30.24086554,-12.1020263,22.95865438,1014.561217,46.00946553,2.046712616,2.152448852,2.837875789,98.55085933,22.97874171
TS00001538,PHOTO_001,LOT250001A,W001,2024.1.1 19:12,29.79086621,-13.12804467,22.95398436,1008.645069,46.92371341,2.059249171,2.115386211,3.01987942,98.66155019,22.97985432
TS00001539,PHOTO_001,LOT250001A,W001,2024.1.1 19:13,29.53597981,-13.18146893,22.95555022,1006.788275,45.76576063,1.924033448,2.086056997,3.056381573,98.72531331,22.98104615
TS00001540,PHOTO_001,LOT250001A,W001,2024.1.1 19:14,28.88652061,-11.81370056,22.95529005,1015.772422,46.05463453,1.901232644,2.098854795,3.135577969,98.77744825,22.98281457
TS00001541,PHOTO_001,LOT250001A,W001,2024.1.1 19:15,30.08688101,-14.56029058,22.95611411,1007.386559,44.3260332,1.889484694,1.980010484,3.202909633,98.74767445,22.98458612
TS00001542,PHOTO_001,LOT250001A,W001,2024.1.1 19:15,30.89924653,-10.04527241,22.95389078,1011.106779,46.31251139,1.884141302,2.00284778,3.188002389,98.76721604,22.9853129
TS00001543,PHOTO_001,LOT250001A,W001,2024.1.1 19:16,30.97584783,-15.58479865,22.95473153,1010.600515,45.57718414,1.787938099,1.932760006,3.202471205,98.85275768,22.9873535
TS00001544,PHOTO_001,LOT250001A,W001,2024.1.1 19:17,30.27613501,-13.5695211,22.95510659,1003.189051,46.51824571,1.68484661,1.875690997,3.316166108,98.99344581,22.98913675
TS00001545,PHOTO_001,LOT250001A,W001,2024.1.1 19:18,30.39002096,-11.87173315,22.95388762,1009.342183,45.97036467,1.636351215,1.846108025,3.375635827,98.88120159,22.99122826
TS00001546,PHOTO_001,LOT250001A,W001,2024.1.1 19:18,31.0119392,-11.24484909,22.95217219,1010.933913,46.29249153,1.673854115,1.788277636,3.380916266,99.00419967,22.99202198
TS00001547,PHOTO_001,LOT250001A,W001,2024.1.1 19:19,30.63713848,-11.91406934,22.95081226,1010.509109,44.84722185,1.562675368,1.795876405,3.452031039,99.04412523,22.99311039
TS00001548,PHOTO_001,LOT250001A,W001,2024.1.1 19:20,31.38446765,-11.44805755,22.94848223,1011.701123,45.99779425,1.518412721,1.749707451,3.48136952,98.98242017,22.99518975
TS00001549,PHOTO_001,LOT250001A,W001,2024.1.1 19:21,31.80905234,-10.31122586,22.95167722,1008.301566,46.51418027,1.565388231,1.664743066,3.438790258,98.95715123,22.99657719
TS00001550,PHOTO_001,LOT250001A,W001,2024.1.1 19:21,32.24010682,-10.81590761,22.95340884,1010.88895,45.58407602,1.535646735,1.712581056,3.515805915,99.02342196,22.99870555
TS00001551,PHOTO_001,LOT250001A,W001,2024.1.1 19:22,31.95993837,-7.910228113,22.95068421,1007.231592,45.47420941,1.538221789,1.723519194,3.486639399,99.00974951,22.99983105
TS00001552,PHOTO_001,LOT250001A,W001,2024.1.1 19:23,32.16919697,-8.271672934,22.95388386,1005.286191,44.97617757,1.476812568,1.695023461,3.461058306,98.95482578,23.00021525
TS00001553,PHOTO_001,LOT250001A,W001,2024.1.1 19:24,32.14618674,-7.76371249,22.94714618,1005.436062,44.43453226,1.475313885,1.718470721,3.523660337,98.95820348,23.00498534
TS00001554,PHOTO_001,LOT250001A,W001,2024.1.1 19:24,32.40549696,-10.08726359,22.94813548,1004.904042,45.08195279,1.550696617,1.714312303,3.426038682,99.00282584,23.0047766
TS00001555,PHOTO_001,LOT250001A,W001,2024.1.1 19:25,32.87291579,-8.35572688,22.95249893,1010.973435,43.59897048,1.591363196,1.715966132,3.415319961,99.01156026,23.00631126
TS00001556,PHOTO_001,LOT250001A,W001,2024.1.1 19:26,33.32251671,-8.32937858,22.95175975,1004.564684,44.13131294,1.634602478,1.74135666,3.40811104,98.92936375,23.00705102
TS00001557,PHOTO_001,LOT250001A,W001,2024.1.1 19:27,33.73452806,-9.08135108,22.95439884,1008.949606,43.20111681,1.716611731,1.777552385,3.433199895,98.91870728,23.00863678
TS00001558,PHOTO_001,LOT250001A,W001,2024.1.1 19:27,33.21975491,-6.786734152,22.95237738,1007.525051,43.72624759,1.673380021,1.883874192,3.328351199,98.92850943,23.01086119
TS00001559,PHOTO_001,LOT250001A,W001,2024.1.1 19:28,34.28573128,-7.953299088,22.95140573,1007.870744,44.42171971,1.806953696,1.83258645,3.294327814,98.85585997,23.01260258
TS00001560,PHOTO_001,LOT250001A,W001,2024.1.1 19:29,33.70120466,-6.053829233,22.95354344,1011.486197,44.23158244,1.804701219,1.933075263,3.198007519,98.81568958,23.01430061
TS00001561,PHOTO_001,LOT250001A,W001,2024.1.1 19:30,33.89356611,-8.605287344,22.95182898,1006.943358,43.85497771,1.918377158,1.977030401,3.150584016,98.75612559,23.01556957
TS00001562,PHOTO_001,LOT250001A,W001,2024.1.1 19:30,33.66568983,-4.458374059,22.95365474,1009.543209,43.82739262,1.930277401,2.038465553,3.091246796,98.71588648,23.01634392
TS00001563,PHOTO_001,LOT250001A,W001,2024.1.1 19:31,33.02635735,-8.491329439,22.95896724,1008.095487,42.49938702,1.966808043,2.037012152,3.046060572,98.84633378,23.01715399
TS00001564,PHOTO_001,LOT250001A,W001,2024.1.1 19:32,34.34967162,-6.998026922,22.95997011,1007.621532,43.31852538,2.012856892,2.148313793,2.953806362,98.65955888,23.01980728
TS00001565,PHOTO_001,LOT250001A,W001,2024.1.1 19:33,34.25931206,-6.385160051,22.9602433,1013.764128,43.05016255,2.019523698,2.138140734,2.973309337,98.69259786,23.02102198
TS00001566,PHOTO_001,LOT250001A,W001,2024.1.1 19:33,33.78958201,-8.734640302,22.95745719,1004.436072,42.9865302,2.086529823,2.246104201,2.826833191,98.6624169,23.02206824
TS00001567,PHOTO_001,LOT250001A,W001,2024.1.1 19:34,33.83645039,-6.957941278,22.96165252,1011.300008,43.67109133,2.074454209,2.224052128,2.701748297,98.52221615,23.02450171
TS00001568,PHOTO_001,LOT250001A,W001,2024.1.1 19:35,33.89503154,-10.4818039,22.9614758,1009.768382,42.73108224,2.122996965,2.264433567,2.869226433,98.50271611,23.02466428
TS00001569,PHOTO_001,LOT250001A,W001,2024.1.1 19:36,32.91600814,-6.894772468,22.96792027,1006.991049,42.82753738,2.109776631,2.285430171,2.664919571,98.44245731,23.02709982
TS00001570,PHOTO_001,LOT250001A,W001,2024.1.1 19:36,33.15747314,-9.509472707,22.9661245,1012.337805,41.88820548,2.122092827,2.303633734,2.701174176,98.31031926,23.0273991
TS00001571,PHOTO_001,LOT250001A,W001,2024.1.1 19:37,33.49327638,-10.89461711,22.96692681,1003.730842,42.92141306,2.053694923,2.301110431,2.665731045,98.26789285,23.02945631
TS00001572,PHOTO_001,LOT250001A,W001,2024.1.1 19:38,32.46179158,-10.91807605,22.97104409,1007.145054,42.41013115,2.020984465,2.283493186,2.609107376,98.30386848,23.03111234
TS00001573,PHOTO_001,LOT250001A,W001,2024.1.1 19:39,32.85367228,-9.713672079,22.97166837,1005.538112,43.08294726,2.002751033,2.295608411,2.525210396,98.23787749,23.03170223
TS00001574,PHOTO_001,LOT250001A,W001,2024.1.1 19:39,31.95474705,-12.23865444,22.97795638,1009.710592,42.44510577,1.891607485,2.281286371,2.53004266,98.31353733,23.03391055
TS00001575,PHOTO_001,LOT250001A,W001,2024.1.1 19:40,32.43723846,-12.88739229,22.97563352,1006.0297,43.06667189,1.811566648,2.219751058,2.440217139,98.16945936,23.0351863
TS00001576,PHOTO_001,LOT250001A,W001,2024.1.1 19:41,31.98574341,-12.45362524,22.97649087,1010.037575,42.91318854,1.806002822,2.224923069,2.599507389,98.24399306,23.03547393
TS00001577,PHOTO_001,LOT250001A,W001,2024.1.1 19:42,31.10328081,-14.19249415,22.97723946,1008.641597,44.00717161,1.701106602,2.212087185,2.461352349,98.09092381,23.03671912
TS00001578,PHOTO_001,LOT250001A,W001,2024.1.1 19:42,31.96851597,-9.942203711,22.98380724,1008.071909,43.31410139,1.763180794,2.157373976,2.503013371,98.18206973,23.03803591
TS00001579,PHOTO_001,LOT250001A,W001,2024.1.1 19:43,30.96991426,-13.70276144,22.98513374,1010.41394,41.93164278,1.68291691,2.120676356,2.540061081,98.08716788,23.03879788
TS00001580,PHOTO_001,LOT250001A,W001,2024.1.1 19:44,30.71239168,-11.71563984,22.98585149,1008.951782,42.30390037,1.659555158,2.052087965,2.556474672,98.06928728,23.03972637
TS00001581,PHOTO_001,LOT250001A,W001,2024.1.1 19:45,30.90465717,-12.68579487,22.99359993,1007.091293,43.13101177,1.559168311,1.971915487,2.562647839,97.99888354,23.04018882
TS00001582,PHOTO_001,LOT250001A,W001,2024.1.1 19:45,31.09036073,-14.4398661,22.99512615,1017.013908,42.58253826,1.545069092,1.928780327,2.705232639,98.04088748,23.04051035
TS00001583,PHOTO_001,LOT250001A,W001,2024.1.1 19:46,30.05264479,-12.86210161,22.99636088,1008.997704,41.40932484,1.495640789,1.916891541,2.728801969,98.08857832,23.04152135
TS00001584,PHOTO_001,LOT250001A,W001,2024.1.1 19:47,30.33601609,-11.4970154,23.00182451,1004.88378,44.05711443,1.527079726,1.892085762,2.748188963,97.99300535,23.04422829
TS00001585,PHOTO_001,LOT250001A,W001,2024.1.1 19:48,30.3618725,-12.70944299,23.0031497,1008.541234,43.74347856,1.465899293,1.907241782,2.767132701,97.9840168,23.04397656
TS00001586,PHOTO_001,LOT250001A,W001,2024.1.1 19:48,30.37512921,-10.33165092,23.00295524,1007.702912,43.69455214,1.438390249,1.817322624,2.898705296,97.9938177,23.04442748
TS00001587,PHOTO_001,LOT250001A,W001,2024.1.1 19:49,30.10600212,-10.23108267,23.00534363,1013.166469,43.09457969,1.513386677,1.722181829,2.883085911,98.096714,23.04587302
TS00001588,PHOTO_001,LOT250001A,W001,2024.1.1 19:50,29.85713541,-9.983599217,23.01192117,1012.140034,43.79866881,1.525181823,1.709679866,3.047124332,98.07232718,23.045513
TS00001589,PHOTO_001,LOT250001A,W001,2024.1.1 19:51,29.67291045,-11.61653614,23.01398028,1012.571686,43.20828959,1.653110605,1.783038565,3.036956306,98.11997047,23.04678038
TS00001590,PHOTO_001,LOT250001A,W001,2024.1.1 19:51,30.06988305,-12.08906707,23.0164657,1010.892449,43.8480664,1.709944221,1.69726183,3.155179734,98.08531012,23.04708263
TS00001591,PHOTO_001,LOT250001A,W001,2024.1.1 19:52,29.66903136,-10.92038141,23.0174053,1011.364718,43.27207956,1.66520703,1.701425439,3.148817481,98.09745747,23.04778284
TS00001592,PHOTO_001,LOT250001A,W001,2024.1.1 19:53,29.0218057,-9.236335194,23.02331678,1011.383721,44.83811948,1.801151498,1.67488099,3.216466305,98.14614167,23.04784648
TS00001593,PHOTO_001,LOT250001A,W001,2024.1.1 19:54,30.48596807,-8.254268947,23.02362001,1012.357761,43.09435066,1.847378705,1.761636147,3.329184451,98.21123437,23.04794681
TS00001594,PHOTO_001,LOT250001A,W001,2024.1.1 19:54,30.82054745,-11.89538561,23.0279817,1014.899883,44.88781171,1.827513666,1.747708039,3.428408252,98.18119056,23.0483844
TS00001595,PHOTO_001,LOT250001A,W001,2024.1.1 19:55,29.68573281,-8.248814046,23.03415576,1013.903019,44.28710039,1.916025762,1.734056861,3.442502655,98.30052045,23.04872242
TS00001596,PHOTO_001,LOT250001A,W001,2024.1.1 19:56,30.42053721,-7.641545818,23.03303489,1014.564235,44.08828581,1.958930664,1.758053207,3.448365228,98.29129628,23.04938293
TS00001597,PHOTO_001,LOT250001A,W001,2024.1.1 19:57,31.28415436,-7.989265401,23.0343207,1014.813179,44.60282198,2.04113045,1.832880543,3.467617512,98.19562382,23.04882767
TS00001598,PHOTO_001,LOT250001A,W001,2024.1.1 19:57,32.08674908,-5.390069669,23.03848407,1016.024292,45.06524618,2.016434997,1.865129035,3.439540808,98.40467912,23.04915438
TS00001599,PHOTO_001,LOT250001A,W001,2024.1.1 19:58,31.51093771,-6.51416034,23.04570955,1014.780411,45.56938157,2.075966767,1.932258208,3.499053068,98.34269409,23.0499691
TS00001600,PHOTO_001,LOT250001A,W001,2024.1.1 19:59,31.45813236,-5.071647116,23.04736839,1015.201328,45.06230477,2.07410814,1.969478715,3.450404891,98.49590448,23.04991149
TS00001601,PHOTO_001,LOT250001A,W001,2024.1.1 20:00,31.92684142,-7.323940781,23.04974225,1017.517101,44.46558235,2.114200236,1.99206559,3.518789107,98.5450759,23.05009512
TS00001602,PHOTO_001,LOT250001A,W001,2024.1.1 20:00,32.80061703,-5.630718739,23.05212289,1013.119445,45.15895911,2.088182414,2.030616292,3.518059884,98.56354879,23.04995281
TS00001603,PHOTO_001,LOT250001A,W001,2024.1.1 20:01,32.2389941,-4.694230859,23.05724977,1012.875176,46.34074241,2.062875575,2.087906834,3.386249323,98.6208747,23.05116081
TS00001604,PHOTO_001,LOT250001A,W001,2024.1.1 20:02,32.4165723,-5.359440254,23.05771262,1012.277112,46.18336948,2.04689948,2.119676725,3.466825173,98.69443909,23.04984147
TS00001605,PHOTO_001,LOT250001A,W001,2024.1.1 20:03,32.77040994,-9.211161407,23.06314465,1015.920923,46.04263786,2.079771873,2.17242971,3.458897085,98.65928089,23.0494162
TS00001606,PHOTO_001,LOT250001A,W001,2024.1.1 20:03,32.79423906,-8.259193773,23.06418094,1011.044803,46.0954462,1.963828587,2.212625262,3.400323004,98.76666673,23.04943498
TS00001607,PHOTO_001,LOT250001A,W001,2024.1.1 20:04,33.41816234,-8.754391301,23.06694281,1017.043249,46.15591916,1.896503631,2.215767172,3.382386756,98.82606456,23.04962434
TS00001608,PHOTO_001,LOT250001A,W001,2024.1.1 20:05,34.19089787,-7.904146698,23.07053935,1015.816315,46.54681148,1.892109973,2.286222353,3.251625883,98.89445766,23.04877102
TS00001609,PHOTO_001,LOT250001A,W001,2024.1.1 20:06,33.81788756,-8.043418684,23.07411817,1019.119528,45.68953008,1.814531416,2.274204123,3.229120182,98.78698454,23.04877152
TS00001610,PHOTO_001,LOT250001A,W001,2024.1.1 20:06,33.7087127,-10.78903562,23.07780145,1014.788473,45.25860195,1.719943012,2.271049972,3.264636554,98.89548134,23.04821271
TS00001611,PHOTO_001,LOT250001A,W001,2024.1.1 20:07,33.78538853,-9.898242229,23.08137261,1016.136547,46.21697261,1.774239792,2.289451777,3.15453708,98.85643404,23.04740762
TS00001612,PHOTO_001,LOT250001A,W001,2024.1.1 20:08,33.33929818,-13.49919439,23.07649706,1019.617721,45.78429903,1.644899529,2.303574247,3.110684606,98.88017491,23.04709948
TS00001613,PHOTO_001,LOT250001A,W001,2024.1.1 20:09,34.34929737,-8.764133474,23.08519715,1020.427791,45.73608176,1.597436719,2.287808101,3.004069202,98.97036491,23.04728829
TS00001614,PHOTO_001,LOT250001A,W001,2024.1.1 20:09,33.96491858,-12.13053286,23.08893165,1015.417282,46.02577011,1.573641088,2.279965501,2.969579441,98.97431318,23.04600927
TS00001615,PHOTO_001,LOT250001A,W001,2024.1.1 20:10,33.89238254,-11.67955985,23.09558805,1017.709425,48.03221484,1.589011499,2.269655482,2.791208734,99.04154165,23.04474834
TS00001616,PHOTO_001,LOT250001A,W001,2024.1.1 20:11,35.17935606,-12.58579491,23.09323904,1018.117581,46.69970877,1.464290685,2.25128024,2.8877921,98.97653535,23.04439057
TS00001617,PHOTO_001,LOT250001A,W001,2024.1.1 20:12,33.92915527,-10.70800962,23.09850096,1018.43116,46.90580055,1.510645165,2.184900161,2.877506996,98.99231079,23.04275821
TS00001618,PHOTO_001,LOT250001A,W001,2024.1.1 20:12,33.38793943,-16.92927923,23.1038942,1016.94472,46.01919568,1.563210146,2.104115078,2.678835725,99.01032849,23.0431058
TS00001619,PHOTO_001,LOT250001A,W001,2024.1.1 20:13,33.37048345,-12.87808506,23.10095674,1020.897128,45.70340233,1.513286912,2.084631774,2.634271396,98.95296591,23.04287243
TS00001620,PHOTO_001,LOT250001A,W001,2024.1.1 20:14,33.8284725,-13.12179316,23.10699629,1013.050064,46.36812139,1.491491865,2.016800788,2.657559681,98.95180489,23.04068333
TS00001621,PHOTO_001,LOT250001A,W001,2024.1.1 20:15,33.22087867,-13.68045458,23.10717398,1016.79009,47.76503038,1.538742996,2.050905622,2.669185467,99.03133319,23.04052572
TS00001622,PHOTO_001,LOT250001A,W001,2024.1.1 20:15,32.38819616,-10.3737252,23.11028144,1019.019102,47.1377316,1.600842344,2.012691687,2.561741794,98.93142956,23.04000047
TS00001623,PHOTO_001,LOT250001A,W001,2024.1.1 20:16,33.10394068,-14.18416374,23.11213618,1019.086321,47.32373156,1.679176079,1.926804238,2.473645856,98.99727717,23.03907123
TS00001624,PHOTO_001,LOT250001A,W001,2024.1.1 20:17,32.23012214,-11.51532531,23.11466747,1021.356653,47.42736903,1.679382559,1.889556615,2.505277558,98.94390592,23.03814545
TS00001625,PHOTO_001,LOT250001A,W001,2024.1.1 20:18,32.99998558,-11.8926718,23.12389853,1020.989248,46.64124383,1.76858516,1.83119272,2.452446045,98.80788007,23.0355143
TS00001626,PHOTO_001,LOT250001A,W001,2024.1.1 20:18,32.43201923,-10.22904146,23.12239959,1017.286146,47.83277935,1.756938935,1.798849643,2.466557685,98.88007233,23.0356078
TS00001627,PHOTO_001,LOT250001A,W001,2024.1.1 20:19,31.57040477,-12.76413938,23.12510034,1021.243363,46.6163689,1.812902843,1.709371275,2.488740594,98.84483599,23.03347457
TS00001628,PHOTO_001,LOT250001A,W001,2024.1.1 20:20,32.01502677,-12.46142485,23.12599509,1016.189651,47.82796882,1.895953345,1.730480072,2.46924219,98.80218812,23.03256643
TS00001629,PHOTO_001,LOT250001A,W001,2024.1.1 20:21,31.2908931,-9.282946122,23.12383881,1020.270477,47.2299558,2.0038889,1.688248453,2.496216471,98.733783,23.03228176
TS00001630,PHOTO_001,LOT250001A,W001,2024.1.1 20:21,31.37760212,-9.831321433,23.12980542,1022.425581,45.86373923,2.007430371,1.712134194,2.56557336,98.65157057,23.03072438
TS00001631,PHOTO_001,LOT250001A,W001,2024.1.1 20:22,31.01832262,-12.31740602,23.13304756,1020.880276,46.45330734,2.051399434,1.698211705,2.606243293,98.72181914,23.02975243
TS00001632,PHOTO_001,LOT250001A,W001,2024.1.1 20:23,30.29236313,-10.33965413,23.13100126,1018.038749,45.78858985,2.079790504,1.762098157,2.56431667,98.60399264,23.02763961
TS00001633,PHOTO_001,LOT250001A,W001,2024.1.1 20:24,30.20155358,-8.493375036,23.13636345,1016.864222,47.50762338,2.123851188,1.742181876,2.701107091,98.51849631,23.02752814
TS00001634,PHOTO_001,LOT250001A,W001,2024.1.1 20:24,30.72332848,-7.381382168,23.13748288,1013.779681,46.73777211,2.081101398,1.741233402,2.712989909,98.53857881,23.02579624
TS00001635,PHOTO_001,LOT250001A,W001,2024.1.1 20:25,30.05643576,-9.255490223,23.14133475,1018.273375,45.35165039,2.118282964,1.749286711,2.82312343,98.43146574,23.02453233
TS00001636,PHOTO_001,LOT250001A,W001,2024.1.1 20:26,29.93642758,-12.25006364,23.13826509,1014.59349,46.84348212,2.060390475,1.838148609,2.884516379,98.37432847,23.02215944
TS00001637,PHOTO_001,LOT250001A,W001,2024.1.1 20:27,29.65337647,-6.788114238,23.13828748,1015.272136,46.21872793,2.122390184,1.822765785,2.879082284,98.35688143,23.02187467
TS00001638,PHOTO_001,LOT250001A,W001,2024.1.1 20:27,30.17338617,-9.157461462,23.14105221,1014.140798,45.56765374,2.00714224,1.873753069,2.999312125,98.29736115,23.01969931
TS00001639,PHOTO_001,LOT250001A,W001,2024.1.1 20:28,30.82895651,-10.17283865,23.14584879,1015.818971,47.37587371,1.964755518,1.90856239,2.989547458,98.24149824,23.01810061
TS00001640,PHOTO_001,LOT250001A,W001,2024.1.1 20:29,29.60841233,-11.28542387,23.14043127,1016.742289,46.3392195,1.961016197,1.940945043,3.15987876,98.28579988,23.01724963
TS00001641,PHOTO_001,LOT250001A,W001,2024.1.1 20:30,30.10757475,-5.77902871,23.1409689,1017.32888,45.99951166,1.895098751,2.001095187,3.114551687,98.20041598,23.01574246
TS00001642,PHOTO_001,LOT250001A,W001,2024.1.1 20:30,30.75523412,-6.844008803,23.14620816,1014.967,45.83199872,1.847405542,1.988071334,3.230527126,98.23195806,23.01352615
TS00001643,PHOTO_001,LOT250001A,W001,2024.1.1 20:31,30.27948759,-7.485315022,23.14597314,1018.956138,45.05553967,1.787982258,2.046273906,3.25853294,98.09279021,23.01346264
TS00001644,PHOTO_001,LOT250001A,W001,2024.1.1 20:32,30.63992223,-5.243443883,23.14760713,1015.568785,45.06882924,1.692681268,2.146686066,3.267867269,98.01854444,23.01181434
TS00001645,PHOTO_001,LOT250001A,W001,2024.1.1 20:33,30.20594838,-6.616961992,23.15011935,1013.918557,46.50719918,1.72066698,2.223381566,3.409530102,98.08527455,23.00967158
TS00001646,PHOTO_001,LOT250001A,W001,2024.1.1 20:33,30.99575233,-5.454229592,23.1476637,1016.244865,45.33370427,1.65047069,2.222578667,3.373801907,98.14729568,23.00803692
TS00001647,PHOTO_001,LOT250001A,W001,2024.1.1 20:34,30.96163495,-10.32574745,23.14546546,1020.372519,45.51062039,1.62207791,2.221094033,3.353149732,98.0616611,23.00643155
TS00001648,PHOTO_001,LOT250001A,W001,2024.1.1 20:35,31.65804289,-8.689854437,23.15364516,1016.079817,44.14816434,1.530851696,2.224016345,3.320787575,98.18062187,23.00393042
TS00001649,PHOTO_001,LOT250001A,W001,2024.1.1 20:36,31.97757465,-11.49801908,23.14780822,1014.107393,44.45981125,1.533562761,2.308852773,3.440539346,98.02545933,23.00319593
TS00001650,PHOTO_001,LOT250001A,W001,2024.1.1 20:36,32.78515899,-9.874770103,23.14783258,1010.963406,45.49146855,1.511234879,2.279290648,3.564852772,98.01399663,23.00162031
TS00001651,PHOTO_001,LOT250001A,W001,2024.1.1 20:37,32.23185327,-10.37292378,23.15220744,1013.996554,45.22662706,1.533840079,2.319297063,3.562886923,97.89223187,22.99971199
TS00001652,PHOTO_001,LOT250001A,W001,2024.1.1 20:38,32.38098499,-9.529382939,23.14918168,1014.891528,45.92644408,1.540121269,2.308002457,3.460127431,98.02361639,22.99827479
TS00001653,PHOTO_001,LOT250001A,W001,2024.1.1 20:39,32.57513349,-10.85870516,23.14967589,1013.091083,45.55510733,1.526858578,2.299665967,3.465568835,98.01728976,22.99566983
TS00001654,PHOTO_001,LOT250001A,W001,2024.1.1 20:39,32.59498259,-10.42686079,23.15052178,1009.649724,44.48681079,1.501163088,2.268310008,3.441642589,97.9994821,22.99474595
TS00001655,PHOTO_001,LOT250001A,W001,2024.1.1 20:40,33.09890089,-10.70819556,23.15137864,1011.437868,44.78639236,1.634699268,2.25421443,3.371481733,98.02827281,22.99419425
TS00001656,PHOTO_001,LOT250001A,W001,2024.1.1 20:41,33.05740994,-8.888927327,23.14810191,1016.950299,44.19200395,1.640344047,2.208548402,3.357066904,98.05109171,22.99304388
TS00001657,PHOTO_001,LOT250001A,W001,2024.1.1 20:42,33.4364786,-12.89999597,23.15126863,1016.647833,45.49663679,1.654013101,2.15727638,3.41354179,98.06883958,22.99015924
TS00001658,PHOTO_001,LOT250001A,W001,2024.1.1 20:42,34.0680655,-14.08455362,23.14332008,1010.594951,44.83785023,1.737589298,2.107292178,3.343906388,98.20940824,22.98918426
TS00001659,PHOTO_001,LOT250001A,W001,2024.1.1 20:43,33.28603882,-12.48404413,23.14837789,1014.242636,44.13830371,1.735830038,2.021154834,3.28156784,98.11697258,22.9881147
TS00001660,PHOTO_001,LOT250001A,W001,2024.1.1 20:44,34.26560553,-14.16648506,23.14435031,1009.364617,44.04858328,1.869260562,2.041497053,3.146132315,98.17780975,22.98579034
TS00001661,PHOTO_001,LOT250001A,W001,2024.1.1 20:45,34.42895906,-10.77705885,23.14785019,1015.573884,44.69133967,1.848568746,2.045581345,3.159543658,98.18591232,22.98488727
TS00001662,PHOTO_001,LOT250001A,W001,2024.1.1 20:45,33.91734709,-13.38789208,23.14437217,1012.430595,44.07289873,1.937901067,1.974972063,2.978498409,98.28465085,22.98304621
TS00001663,PHOTO_001,LOT250001A,W001,2024.1.1 20:46,33.1473115,-13.7015341,23.14163184,1013.949007,44.5660826,1.99856083,1.914126175,3.073535394,98.29594854,22.98218897
TS00001664,PHOTO_001,LOT250001A,W001,2024.1.1 20:47,33.75292466,-13.37999315,23.14310114,1007.048169,42.22587399,2.062319164,1.8417827,2.981533485,98.31663551,22.97950138
TS00001665,PHOTO_001,LOT250001A,W001,2024.1.1 20:48,34.48337232,-11.34942485,23.14226908,1012.795197,43.73571047,2.066088344,1.853584601,2.83904772,98.27935666,22.97815875
TS00001666,PHOTO_001,LOT250001A,W001,2024.1.1 20:48,33.89296581,-12.35794082,23.14038444,1010.851918,43.07270509,2.104365841,1.784288686,2.926312781,98.43394818,22.97744024
TS00001667,PHOTO_001,LOT250001A,W001,2024.1.1 20:49,33.40993321,-12.72585599,23.13557128,1012.776303,44.36517094,2.096789403,1.804542931,2.697302121,98.45312593,22.97596042
TS00001668,PHOTO_001,LOT250001A,W001,2024.1.1 20:50,33.48674588,-8.863943623,23.13510617,1012.714972,44.17522585,2.09844244,1.703265425,2.758601912,98.51266835,22.97451977
TS00001669,PHOTO_001,LOT250001A,W001,2024.1.1 20:51,33.8772745,-12.21130574,23.13442465,1010.380084,43.21004738,2.093139266,1.692183959,2.709046594,98.50354372,22.97349658
TS00001670,PHOTO_001,LOT250001A,W001,2024.1.1 20:51,33.58778764,-10.41595428,23.13262554,1008.508401,44.06182562,2.065776378,1.678275399,2.573532164,98.68073573,22.97143051
TS00001671,PHOTO_001,LOT250001A,W001,2024.1.1 20:52,33.07999766,-9.021540773,23.13240119,1011.762121,44.16775568,1.992107991,1.655536449,2.593598968,98.69734566,22.96992602
TS00001672,PHOTO_001,LOT250001A,W001,2024.1.1 20:53,32.81677758,-11.97769927,23.1249857,1009.47295,43.10747768,1.982314427,1.675582157,2.480005268,98.77010925,22.96910459
TS00001673,PHOTO_001,LOT250001A,W001,2024.1.1 20:54,32.57954585,-8.352558265,23.12771998,1007.260359,44.51858576,1.968091284,1.717779533,2.392793041,98.7982258,22.96793466
