PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,HEAD_PRESSURE,RETAINER_PRESSURE,PLATEN_ROTATION,HEAD_ROTATION,SLURRY_FLOW_RATE,SLURRY_TEMP,PAD_TEMP,REMOVAL_RATE,MOTOR_CURRENT,CONDITIONER_PRESSURE,ENDPOINT_SIGNAL
TS00001294,CMP_001,LOT250001A,2024.1.1 16:09,4.581423389,3.107951091,70.9596577,57.56345088,192.2389578,22.06362857,48.66107441,-62.62979493,15.12789282,7.263863551,1693.813053
TS00001295,CMP_001,LOT250001A,2024.1.1 16:10,4.595863309,3.089682598,82.54118452,58.90532912,214.6262155,21.93651223,37.36064022,1522.232155,13.70432411,7.27569766,3116.131759
TS00001296,CMP_001,LOT250001A,2024.1.1 16:11,4.62218108,3.049415637,77.7201956,56.1356498,205.1335489,22.07883754,30.26667502,-19374.55232,14.11963586,7.180247858,-1168.745095
TS00001297,CMP_001,LOT250001A,2024.1.1 16:12,4.669260045,3.031866065,74.26698103,42.48528578,191.7346048,21.99534108,51.4577667,-4384.892338,13.69014844,7.21015187,6226.46395
TS00001298,CMP_001,LOT250001A,2024.1.1 16:12,4.685208516,3.022556302,72.53818537,67.3950032,209.0218647,21.96550302,41.34558395,5749.900518,13.37640042,7.073748267,1194.907907
TS00001299,CMP_001,LOT250001A,2024.1.1 16:13,4.729403919,3.003880768,76.59153781,64.09517478,147.0285988,21.92097717,52.22441086,-2523.29468,13.12207969,7.076710382,2319.403164
TS00001300,CMP_001,LOT250001A,2024.1.1 16:14,4.767225497,2.997707191,95.58708692,59.88836733,137.1213227,22.03557276,36.97055836,12511.17121,13.76690174,7.034415574,1815.653126
TS00001301,CMP_001,LOT250001A,2024.1.1 16:15,4.789978643,2.997458409,78.38974945,69.2079403,189.7129595,21.99144144,61.6932097,-12733.56445,12.50494422,7.055647767,3908.229462
TS00001302,CMP_001,LOT250001A,2024.1.1 16:15,4.852480605,2.994268627,80.47851813,50.78037393,189.871141,22.00878199,56.38393288,9643.894848,14.06042451,6.959947997,2966.756483
TS00001303,CMP_001,LOT250001A,2024.1.1 16:16,4.87198257,3.003943966,81.68635619,69.22250277,174.2045667,21.95594605,47.59091092,12038.63539,12.32555306,6.954060017,1797.086476
TS00001304,CMP_001,LOT250001A,2024.1.1 16:17,4.899101188,3.026019263,90.26374828,51.14028042,217.812982,21.98626422,41.11717792,12488.58967,13.68689399,6.888238999,6289.239997
TS00001305,CMP_001,LOT250001A,2024.1.1 16:18,4.95257375,3.030352382,92.04939376,59.08971083,139.382299,21.97961359,53.54391118,-12712.21311,12.5388677,6.843352874,-7672.40616
TS00001306,CMP_001,LOT250001A,2024.1.1 16:18,4.962858556,3.048991411,57.64360455,49.71938893,181.0920872,22.00112617,47.6555702,6113.085009,13.39636311,6.756408091,5658.924841
TS00001307,CMP_001,LOT250001A,2024.1.1 16:19,5.005786849,3.0786628,98.89759767,58.33941881,184.0237394,21.97537876,45.43055913,-3700.631764,13.88041546,6.783131897,4683.543078
TS00001308,CMP_001,LOT250001A,2024.1.1 16:20,5.031017188,3.113593633,103.6214733,61.15022549,150.4396939,21.93533257,54.6980004,-11057.32177,13.80000179,6.675737953,-3593.707499
TS00001309,CMP_001,LOT250001A,2024.1.1 16:21,5.069586811,3.13701507,79.31567137,58.17823286,244.8123311,22.15213341,58.91259994,-1119.811665,14.27296427,6.571235173,4691.432333
TS00001310,CMP_001,LOT250001A,2024.1.1 16:21,5.078568589,3.165925621,80.6352855,64.27832072,159.1056825,21.95168294,26.37125026,-6018.814509,13.8549488,6.614205107,5067.980266
TS00001311,CMP_001,LOT250001A,2024.1.1 16:22,5.084941551,3.200266153,86.37531865,60.93141046,181.615646,22.03354469,28.39805658,12247.71598,14.40752972,6.618165323,3566.192169
TS00001312,CMP_001,LOT250001A,2024.1.1 16:23,5.10695267,3.220812648,83.8141997,57.58421441,225.3839929,21.94095822,31.23948574,8177.09088,15.61182775,6.489297701,-2808.5242
TS00001313,CMP_001,LOT250001A,2024.1.1 16:24,5.120261132,3.264771633,94.0847398,57.96616043,215.9390589,21.93525939,22.17194559,-8474.839335,15.63583708,6.503331356,3904.237205
TS00001314,CMP_001,LOT250001A,2024.1.1 16:24,5.107775173,3.29309871,72.82443341,67.47994478,161.316119,22.04601401,39.04597693,-4192.607793,15.49366418,6.468030194,4865.311516
TS00001315,CMP_001,LOT250001A,2024.1.1 16:25,5.094841465,3.3151012,81.52585635,58.82653191,212.7009814,22.05630485,46.59878302,-760.516806,16.97013716,6.555044275,114.6423842
TS00001316,CMP_001,LOT250001A,2024.1.1 16:26,5.065639411,3.347456903,108.4821419,69.60710329,198.3287893,22.11757169,38.74031459,2316.15983,15.68225502,6.589798962,3142.499869
TS00001317,CMP_001,LOT250001A,2024.1.1 16:27,5.055471411,3.355038422,84.16107958,72.32303132,256.8710654,22.081824,32.19035583,13094.74816,16.40107971,6.490501678,747.7983843
TS00001318,CMP_001,LOT250001A,2024.1.1 16:27,5.048720007,3.384968759,106.1973496,54.57151735,196.1763547,22.06213845,51.723327,9926.68885,16.47861928,6.526823238,4452.548292
TS00001319,CMP_001,LOT250001A,2024.1.1 16:28,5.02201129,3.391138265,97.60165248,73.25339475,177.0323971,22.03035603,39.50306135,3518.022338,17.27113561,6.529218618,845.7375453
TS00001320,CMP_001,LOT250001A,2024.1.1 16:29,5.002559562,3.395518353,76.20508771,79.9318512,152.9182519,22.16141032,41.54824673,380.4209222,17.0042749,6.589731466,36.75074872
TS00001321,CMP_001,LOT250001A,2024.1.1 16:30,4.977185325,3.399880758,100.8638571,69.08496003,153.8559202,22.14193407,50.90582124,-14765.9833,16.93510085,6.491844097,1651.208673
TS00001322,CMP_001,LOT250001A,2024.1.1 16:30,4.952471494,3.39689408,93.50915859,72.01132191,149.2923977,22.04260602,35.20609209,15866.327,15.86884666,6.530128739,-2262.587029
TS00001323,CMP_001,LOT250001A,2024.1.1 16:31,4.909379884,3.397533001,90.26820194,75.49086347,213.4680455,22.11664157,61.04592999,-1547.341068,17.42113372,6.544808228,1341.276402
TS00001324,CMP_001,LOT250001A,2024.1.1 16:32,4.881904491,3.37174123,97.37071794,67.73358021,171.5924502,22.13214708,30.59723434,18448.14038,16.65131756,6.590228075,2839.419896
TS00001325,CMP_001,LOT250001A,2024.1.1 16:33,4.838567086,3.357228283,99.72660214,71.26598535,187.223105,22.118233,59.60422368,4836.159568,16.6874306,6.739959219,4360.666338
TS00001326,CMP_001,LOT250001A,2024.1.1 16:33,4.770368002,3.347639174,102.0759182,62.24597726,215.427428,22.18503913,23.6008958,23102.84209,15.96507563,6.647987165,2496.870216
TS00001327,CMP_001,LOT250001A,2024.1.1 16:34,4.748309999,3.313983841,106.7627958,72.05137012,99.51176697,22.1993131,41.18828794,8888.148687,15.63207325,6.638552472,-2547.016381
TS00001328,CMP_001,LOT250001A,2024.1.1 16:35,4.723231721,3.296201298,99.00250614,74.80456137,209.4195657,22.15981978,26.96151903,-11519.93429,16.80755365,6.66123345,5809.955099
TS00001329,CMP_001,LOT250001A,2024.1.1 16:36,4.671417213,3.272000015,81.06653162,75.31389679,173.9969885,22.16724454,47.81359365,-3367.779713,14.55409084,6.821755413,6065.497871
TS00001330,CMP_001,LOT250001A,2024.1.1 16:36,4.664472829,3.228876123,89.94937703,79.16075524,187.1169217,22.2684944,28.36110377,1062.299658,14.68034951,6.758463329,2100.071098
TS00001331,CMP_001,LOT250001A,2024.1.1 16:37,4.646625687,3.204088174,123.9410485,67.64971819,151.3311246,22.25274932,37.32634835,-6005.385922,15.88829529,6.878670851,-486.7265629
TS00001332,CMP_001,LOT250001A,2024.1.1 16:38,4.612917296,3.161790953,101.5426755,69.39865085,155.9595787,22.22257633,25.78096017,-1057.517593,15.0715789,6.856943813,182.2493279
TS00001333,CMP_001,LOT250001A,2024.1.1 16:39,4.565644384,3.142725001,117.7411435,85.06816462,195.9350284,22.15062615,44.60193489,-10973.49423,14.18668849,6.873998746,1175.690408
TS00001334,CMP_001,LOT250001A,2024.1.1 16:39,4.569062514,3.110398444,107.7174076,72.03395089,255.5960762,22.2626793,25.27077162,2738.347226,14.83997679,7.0145546,2632.422689
TS00001335,CMP_001,LOT250001A,2024.1.1 16:40,4.530781896,3.085281179,95.86129997,74.26443007,216.9793979,22.29402734,53.14264833,5043.15408,14.09254557,6.999858016,893.9662263
TS00001336,CMP_001,LOT250001A,2024.1.1 16:41,4.509626756,3.054705211,96.10424064,72.47264246,227.6009426,22.13527867,20.8094183,-7381.305375,13.72538249,7.099488514,-756.0643011
TS00001337,CMP_001,LOT250001A,2024.1.1 16:42,4.496112785,3.028230101,92.33933203,67.489908,186.466267,22.29970383,16.45184733,22056.08548,13.51730322,7.149309091,4900.291521
TS00001338,CMP_001,LOT250001A,2024.1.1 16:42,4.496054936,3.024818208,74.91164012,82.9176331,176.5552331,22.28059146,43.87470065,3285.527267,13.49712988,7.196682222,2615.578612
TS00001339,CMP_001,LOT250001A,2024.1.1 16:43,4.494769329,2.997408278,92.02594358,68.86132738,173.1335501,22.30489501,25.232102,-5517.014007,13.40130247,7.199482212,-1300.837015
TS00001340,CMP_001,LOT250001A,2024.1.1 16:44,4.507870068,3.000558229,103.4809854,64.67130886,183.4963885,22.28526199,32.14009838,-13641.85045,14.34220715,7.288829886,2742.6695
TS00001341,CMP_001,LOT250001A,2024.1.1 16:45,4.517091655,3.005647091,84.88145257,68.58739818,137.6823747,22.33808204,28.27480815,3259.217591,12.88306431,7.24776531,2366.514186
TS00001342,CMP_001,LOT250001A,2024.1.1 16:45,4.528597575,3.003613718,94.47779794,58.18997015,178.1341402,22.43010403,16.32500939,64.14926137,12.92619501,7.20795142,-261.5808067
TS00001343,CMP_001,LOT250001A,2024.1.1 16:46,4.553255695,3.021478753,98.3334472,66.30813707,183.1598062,22.35333513,31.10700716,10511.54349,12.35575105,7.399828922,5488.731958
TS00001344,CMP_001,LOT250001A,2024.1.1 16:47,4.586705721,3.02794935,80.16098852,63.7072334,194.2680022,22.43920706,47.18467496,1262.194702,13.18684852,7.403357031,2318.410018
TS00001345,CMP_001,LOT250001A,2024.1.1 16:48,4.60887918,3.034273211,84.16821688,73.2381576,202.5249091,22.36599278,44.03827569,-9224.097244,14.49969815,7.391660051,1273.031936
TS00001346,CMP_001,LOT250001A,2024.1.1 16:48,4.601390955,3.058742524,77.91105504,64.32207286,208.008781,22.45972058,34.79729932,19439.62591,14.17647744,7.371945624,1680.456455
TS00001347,CMP_001,LOT250001A,2024.1.1 16:49,4.617165081,3.082158725,79.2652428,73.62694161,194.8204454,22.43741618,45.39832903,7109.89806,13.49822885,7.363059328,3269.381056
TS00001348,CMP_001,LOT250001A,2024.1.1 16:50,4.703577433,3.099708839,73.99776031,76.1822264,175.5941093,22.47054708,19.39228943,235.2879735,14.11004382,7.48273401,1726.427405
TS00001349,CMP_001,LOT250001A,2024.1.1 16:51,4.704889853,3.132554208,77.24884772,71.49857267,131.621109,22.4689624,28.27640306,4446.647337,13.60410299,7.573582924,1705.227297
TS00001350,CMP_001,LOT250001A,2024.1.1 16:51,4.759028549,3.165348542,99.822462,64.37438146,170.5514615,22.51637588,37.02660618,7565.352919,14.10565946,7.490853111,5147.106675
TS00001351,CMP_001,LOT250001A,2024.1.1 16:52,4.782448305,3.187782677,75.84522971,65.90313278,155.8264809,22.37162074,30.82656995,-11438.56614,15.08966469,7.481933231,-2305.212982
TS00001352,CMP_001,LOT250001A,2024.1.1 16:53,4.810570264,3.231571854,85.636687,54.48722988,196.1712827,22.44471411,29.56348849,4452.008846,15.01619617,7.49656259,-1805.447949
TS00001353,CMP_001,LOT250001A,2024.1.1 16:54,4.882728907,3.260308968,78.71798013,62.6447615,206.7567536,22.55224928,18.27034583,-1601.496756,14.99127412,7.600103881,4277.748396
TS00001354,CMP_001,LOT250001A,2024.1.1 16:54,4.921824693,3.280760737,94.91484622,57.26126496,205.1197301,22.44487724,7.873171943,7996.624767,16.20188546,7.517742054,9190.52701
TS00001355,CMP_001,LOT250001A,2024.1.1 16:55,4.935878446,3.319982328,95.62472409,66.49869242,197.4403755,22.5361376,42.85292706,-4455.468511,16.12622045,7.41820948,4567.117018
TS00001356,CMP_001,LOT250001A,2024.1.1 16:56,4.937469941,3.345716593,90.55052988,77.83369129,168.858973,22.57550019,36.16403548,-3079.461501,15.47368334,7.446908457,7523.528088
TS00001357,CMP_001,LOT250001A,2024.1.1 16:57,4.997170465,3.363165606,84.3801,63.91224411,155.7689272,22.55228365,44.29326653,19615.62041,15.37294581,7.438785808,619.7820216
TS00001358,CMP_001,LOT250001A,2024.1.1 16:57,5.037031033,3.376256896,78.43161172,47.35344662,148.05817,22.57449355,28.46286124,15313.22356,16.44000615,7.342260563,2.498863961
TS00001359,CMP_001,LOT250001A,2024.1.1 16:58,5.031114704,3.393759956,68.26371622,57.21174992,124.8046316,22.63792405,25.41265434,-29936.74621,15.94915395,7.402441145,3273.182199
TS00001360,CMP_001,LOT250001A,2024.1.1 16:59,5.074198515,3.40161899,99.07702086,59.78305337,199.8738905,22.6899603,34.3161034,14598.58524,15.85402984,7.289765493,4753.524809
TS00001361,CMP_001,LOT250001A,2024.1.1 17:00,5.085087307,3.401844421,71.5254173,59.08695157,165.4928211,22.60658603,44.77401894,2303.691041,17.67738152,7.218345338,-2053.751004
TS00001362,CMP_001,LOT250001A,2024.1.1 17:00,5.103375548,3.392589995,85.26222357,53.43685978,134.465191,22.64061605,32.04612573,-4035.363179,16.91675015,7.258327386,1229.083013
TS00001363,CMP_001,LOT250001A,2024.1.1 17:01,5.101201724,3.391870908,88.75018467,59.33125073,148.6475601,22.64749923,44.75797983,-7022.142011,16.74284521,7.208781853,1775.227549
TS00001364,CMP_001,LOT250001A,2024.1.1 17:02,5.084811984,3.385374189,72.15750876,49.52094849,149.4294365,22.57750496,23.38615234,-6441.570937,16.66896956,7.169317865,-192.889699
TS00001365,CMP_001,LOT250001A,2024.1.1 17:03,5.112634748,3.358223625,87.67499285,51.20391889,179.0644294,22.71997524,33.86123736,-3752.901997,15.9353347,7.086112713,144.5963889
TS00001366,CMP_001,LOT250001A,2024.1.1 17:03,5.082939011,3.354008992,84.55196209,61.23159818,212.3887806,22.77373114,35.30460088,-8231.114534,16.66079926,7.046961602,4348.306204
TS00001367,CMP_001,LOT250001A,2024.1.1 17:04,5.071038548,3.314403265,93.8363591,50.51554149,172.680315,22.791709,51.21975319,-10515.0312,16.09715031,7.087817593,3216.475514
TS00001368,CMP_001,LOT250001A,2024.1.1 17:05,5.039299358,3.290992542,71.54346854,60.44850179,118.3658523,22.71098239,39.36053944,-7384.935923,15.45353581,7.006348901,4191.771586
TS00001369,CMP_001,LOT250001A,2024.1.1 17:06,5.024504739,3.257768485,63.0930893,48.29851423,183.0549383,22.7053285,58.19578683,6238.041199,15.25345678,6.889496079,2796.881672
TS00001370,CMP_001,LOT250001A,2024.1.1 17:06,4.992092091,3.232626518,70.64733759,68.48755156,186.7008724,22.78212197,21.45144975,3487.810907,14.5763937,6.793393535,-842.6668933
TS00001371,CMP_001,LOT250001A,2024.1.1 17:07,4.973741385,3.18954667,77.57797026,52.43622037,187.0691719,22.83535631,39.56950776,8526.121566,14.75625428,6.799770683,3038.407456
TS00001372,CMP_001,LOT250001A,2024.1.1 17:08,4.970201729,3.165436856,75.89629566,56.22649693,177.1106944,22.81419605,40.55509663,2282.652343,14.54335434,6.809291008,-1093.909375
TS00001373,CMP_001,LOT250001A,2024.1.1 17:09,4.889858849,3.131643874,71.24274853,60.10547143,204.1880913,22.83317723,46.23931366,-10143.1684,14.12259601,6.727526577,821.7623343
TS00001374,CMP_001,LOT250001A,2024.1.1 17:09,4.850403545,3.11001393,55.9868784,54.76511571,200.9308807,22.88774748,29.43678704,7844.147212,14.12511173,6.683475801,-1355.604281
TS00001375,CMP_001,LOT250001A,2024.1.1 17:10,4.859667525,3.088409634,79.72456268,59.75369221,198.9893993,22.80531673,59.81140153,-7171.826142,13.77732247,6.651829983,-81.87484634
TS00001376,CMP_001,LOT250001A,2024.1.1 17:11,4.796860145,3.062454681,94.72344479,63.02542879,212.3792408,22.84255489,40.1555673,9316.14302,13.72424756,6.642811231,2021.436542
TS00001377,CMP_001,LOT250001A,2024.1.1 17:12,4.752363939,3.023966645,79.6622451,66.04853277,186.8393241,22.94621459,27.35714439,-8834.266676,13.94782423,6.653974774,378.3167164
TS00001378,CMP_001,LOT250001A,2024.1.1 17:12,4.740991604,3.034051113,81.17020818,65.56891657,184.3490772,22.86521498,40.61059383,-4074.504241,13.57380104,6.586438753,-896.3455462
TS00001379,CMP_001,LOT250001A,2024.1.1 17:13,4.680478401,3.011560376,80.90158055,60.04638364,239.0686176,22.82188977,37.44386644,-837.5413162,13.67064087,6.564943511,5170.414766
TS00001380,CMP_001,LOT250001A,2024.1.1 17:14,4.682864043,2.997803337,79.28463509,60.88437352,212.7151917,22.8616097,74.99650155,9497.697276,12.51598278,6.529879669,1403.59418
TS00001381,CMP_001,LOT250001A,2024.1.1 17:15,4.633833312,3.000942768,84.80609451,77.56215882,218.6251606,22.8575995,54.58884229,4492.415471,12.69483106,6.4995039,185.3141613
TS00001382,CMP_001,LOT250001A,2024.1.1 17:15,4.587317197,3.003519471,79.65597195,69.33414411,228.1698269,22.93139842,42.97226892,2913.1038,13.41678133,6.556753663,-1470.094195
TS00001383,CMP_001,LOT250001A,2024.1.1 17:16,4.60120565,3.005787604,72.82495778,58.09766273,204.5086737,22.87736661,41.41414316,21552.5852,13.50077357,6.541062753,-3829.727054
TS00001384,CMP_001,LOT250001A,2024.1.1 17:17,4.537615899,3.022986195,68.2770441,65.38863818,213.7935182,22.94392273,54.54367168,-15688.6972,12.81081458,6.602510716,1130.276279
TS00001385,CMP_001,LOT250001A,2024.1.1 17:18,4.539683315,3.034551767,74.06698419,63.35740807,135.7396466,22.90135008,55.48327206,-7714.741837,13.74891637,6.531514851,-2327.23404
TS00001386,CMP_001,LOT250001A,2024.1.1 17:18,4.519172434,3.056152472,80.05112502,65.38533662,186.4893612,22.83933434,8.915430361,-8152.096084,13.01966717,6.481235114,3955.207679
TS00001387,CMP_001,LOT250001A,2024.1.1 17:19,4.524839944,3.078325275,74.13403796,59.12075009,172.292141,22.96774452,51.9173149,-15052.98055,14.11306293,6.470475854,1919.735452
TS00001388,CMP_001,LOT250001A,2024.1.1 17:20,4.524014649,3.100605872,80.85370056,65.07359466,225.7691629,22.9663005,44.87375012,-4544.800475,14.07624128,6.577206879,6518.803285
TS00001389,CMP_001,LOT250001A,2024.1.1 17:21,4.501072044,3.13907162,82.54603028,80.00019128,201.2716673,22.99077613,29.12971652,9528.086292,13.55130465,6.50683713,2525.501872
TS00001390,CMP_001,LOT250001A,2024.1.1 17:21,4.494012557,3.172224904,86.95755442,72.77841965,152.9420441,22.93679102,55.73901737,-3262.931435,14.42668678,6.610115821,-311.2352603
TS00001391,CMP_001,LOT250001A,2024.1.1 17:22,4.521582627,3.203089302,91.95009717,53.75884901,181.917977,22.93655103,72.43063301,-670.2410231,16.30936069,6.557495803,-3759.121108
TS00001392,CMP_001,LOT250001A,2024.1.1 17:23,4.518386154,3.236206445,80.42180623,78.07752527,175.1487195,23.00022019,52.44402356,-14556.51369,15.43453715,6.642402384,4312.20952
TS00001393,CMP_001,LOT250001A,2024.1.1 17:24,4.576902431,3.26374944,67.10469761,77.80537797,183.6595421,23.06024256,59.23915235,-5284.121337,16.99830397,6.604738886,-1993.262102
TS00001394,CMP_001,LOT250001A,2024.1.1 17:24,4.570894057,3.287601747,77.29116612,69.02181415,139.9059785,22.98851678,67.93973656,-1921.089804,15.04162508,6.732540741,689.3088309
TS00001395,CMP_001,LOT250001A,2024.1.1 17:25,4.589156045,3.322595034,81.75938015,76.34511008,182.2280882,23.01237288,36.5675682,9137.094804,16.62601558,6.67040302,6945.161602
TS00001396,CMP_001,LOT250001A,2024.1.1 17:26,4.626434629,3.333276251,63.55214249,66.62789724,166.0202046,22.97776479,24.46376606,-14016.72103,14.89361185,6.786652617,3763.851747
TS00001397,CMP_001,LOT250001A,2024.1.1 17:27,4.635267003,3.356399371,96.39974633,69.4285753,183.2052863,22.91887582,54.8438628,-1796.438192,16.6178927,6.806045727,3107.227032
TS00001398,CMP_001,LOT250001A,2024.1.1 17:27,4.674988424,3.372416104,84.54996598,82.27304619,155.2310431,23.04615245,44.17939296,13644.55539,17.16074347,6.865594769,4775.944978
TS00001399,CMP_001,LOT250001A,2024.1.1 17:28,4.743399242,3.39669164,87.56019601,71.11922575,161.9262366,23.04443408,30.83184795,-1650.570834,17.40484709,6.886519151,4668.007773
TS00001400,CMP_001,LOT250001A,2024.1.1 17:29,4.752546616,3.403194399,98.02735943,60.99821308,217.4045409,23.03529198,46.53659231,-18330.68079,16.49581485,6.931982846,6692.050766
TS00001401,CMP_001,LOT250001A,2024.1.1 17:30,4.784296335,3.402923831,78.6985717,72.59485937,153.4535732,22.99090273,56.33902062,15641.75777,17.62345425,7.00773906,143.4619486
TS00001402,CMP_001,LOT250001A,2024.1.1 17:30,4.845649761,3.403969247,91.3683245,72.46153,158.4780877,23.02960609,45.93539313,10224.03607,16.65514783,6.996947238,819.1590098
TS00001403,CMP_001,LOT250001A,2024.1.1 17:31,4.892392528,3.384935607,85.1546911,80.52785685,188.9744306,23.04370145,38.37621342,11593.70973,16.80365468,7.043289554,-820.2955711
TS00001404,CMP_001,LOT250001A,2024.1.1 17:32,4.921221665,3.380292876,85.03294448,72.77410259,169.8806907,23.07878892,45.21140283,-14514.21156,16.52201972,7.121568078,1844.884739
TS00001405,CMP_001,LOT250001A,2024.1.1 17:33,4.959466818,3.361052352,79.76497499,69.74008509,168.7173476,23.04548366,47.7151729,18070.90799,15.93620038,7.164188769,1540.93248
TS00001406,CMP_001,LOT250001A,2024.1.1 17:33,4.964983649,3.346502649,104.7462021,78.81641152,200.2875341,22.99703523,24.83042668,-4765.203801,17.35604531,7.176725427,-3333.955013
TS00001407,CMP_001,LOT250001A,2024.1.1 17:34,4.984036972,3.316865705,84.92624513,72.52768089,153.4204301,22.92573096,46.28606892,-2107.480021,16.20438119,7.314124132,-38.80540854
TS00001408,CMP_001,LOT250001A,2024.1.1 17:35,5.053673978,3.288488443,96.25243538,66.52109494,169.2898804,22.9957413,31.86223012,-4023.669011,16.56037203,7.289729856,6231.092002
TS00001409,CMP_001,LOT250001A,2024.1.1 17:36,5.04845818,3.26504885,71.06746287,78.22373341,261.5932684,22.99712045,55.8773803,12488.2374,16.24486073,7.330940443,2636.208464
TS00001410,CMP_001,LOT250001A,2024.1.1 17:36,5.06768562,3.236543908,102.1581532,71.52993022,213.6659723,23.01559833,29.1911805,1232.981885,14.7321048,7.308679119,4038.773783
TS00001411,CMP_001,LOT250001A,2024.1.1 17:37,5.105239867,3.195989929,101.3999641,69.72100821,176.8689472,23.04322285,60.01060446,7857.621629,15.72967635,7.50809029,1519.267696
TS00001412,CMP_001,LOT250001A,2024.1.1 17:38,5.103029625,3.168346653,92.348581,70.21094503,210.6910525,22.96568286,42.86307303,3805.467679,14.98917962,7.551724383,-3792.542441
TS00001413,CMP_001,LOT250001A,2024.1.1 17:39,5.106246335,3.131845957,89.5760464,61.55395676,213.577613,23.0699376,41.15246583,2099.185309,13.75742489,7.413393597,1470.371286
TS00001414,CMP_001,LOT250001A,2024.1.1 17:39,5.131883054,3.094213534,96.28968633,64.33291919,224.3937924,22.87091296,51.07737945,-6418.235292,14.3613295,7.531744704,4968.810621
TS00001415,CMP_001,LOT250001A,2024.1.1 17:40,5.085033402,3.083645707,115.593039,67.01244775,188.4116242,22.97338062,37.00820431,21167.86332,13.21064876,7.479700911,-1725.789505
TS00001416,CMP_001,LOT250001A,2024.1.1 17:41,5.099234557,3.062232076,75.45780295,65.00562807,218.930186,22.90557724,50.58356547,-11593.72498,14.54966146,7.57403265,4060.215081
TS00001417,CMP_001,LOT250001A,2024.1.1 17:42,5.072303313,3.039769002,101.2635531,73.64586581,125.7266028,22.84279224,38.27302452,7153.505151,13.87023806,7.515825019,-3298.072937
TS00001418,CMP_001,LOT250001A,2024.1.1 17:42,5.057327262,3.010101325,84.64689378,66.14011138,152.3688983,22.92028229,40.1793991,6785.431506,13.17529781,7.504741389,1856.991035
TS00001419,CMP_001,LOT250001A,2024.1.1 17:43,5.054080999,3.0076836,93.84908656,69.46871924,186.1857937,22.84930533,51.50901723,14547.66551,13.85676914,7.371093874,3419.812951
TS00001420,CMP_001,LOT250001A,2024.1.1 17:44,5.012981668,2.989152245,91.81896367,63.31498434,188.5023166,22.90546889,32.74956707,16867.80974,12.07543073,7.444028082,840.7655644
TS00001421,CMP_001,LOT250001A,2024.1.1 17:45,4.984410017,3.008218207,90.22738258,69.28811034,148.8297526,22.90624696,30.99205832,1593.671056,12.55039522,7.476554292,9186.512922
TS00001422,CMP_001,LOT250001A,2024.1.1 17:45,4.960613712,2.995946004,94.58118032,64.36699452,181.8480703,22.95100458,48.87881103,8250.293794,12.87317149,7.468810625,282.7980207
TS00001423,CMP_001,LOT250001A,2024.1.1 17:46,4.904963075,3.017321118,83.48116105,61.23186171,153.6198737,22.80987736,45.29840153,20572.36202,14.43929778,7.377411654,21.77363838
TS00001424,CMP_001,LOT250001A,2024.1.1 17:47,4.862018821,3.027473913,105.2129514,60.41832121,162.7445799,22.92047779,47.35240788,2247.970308,12.57569721,7.377101711,2366.617809
TS00001425,CMP_001,LOT250001A,2024.1.1 17:48,4.821927832,3.032793059,77.03883217,53.79220087,201.0089053,22.86938834,48.95320173,-7789.268104,12.35758245,7.412928972,-514.1308776
TS00001426,CMP_001,LOT250001A,2024.1.1 17:48,4.770504651,3.051781934,100.3976451,62.58740636,197.2681249,22.90499585,45.39078866,-994.681127,12.71915513,7.284392854,-2574.012781
TS00001427,CMP_001,LOT250001A,2024.1.1 17:49,4.793243137,3.084545171,91.71490876,58.57858376,140.3538814,22.82068599,51.66826626,-10221.52663,14.36815902,7.325398481,-1542.220795
TS00001428,CMP_001,LOT250001A,2024.1.1 17:50,4.708844908,3.104135956,83.21189808,55.17060686,139.3358089,22.7640437,45.19822106,6518.430133,13.73550364,7.342939366,4027.101963
TS00001429,CMP_001,LOT250001A,2024.1.1 17:51,4.68624383,3.138811509,96.84670621,65.07090189,159.9998793,22.75783703,19.58899209,13420.93717,14.28651401,7.260150319,842.2036748
TS00001430,CMP_001,LOT250001A,2024.1.1 17:51,4.651321698,3.165816141,79.11632074,49.65658043,173.2630816,22.74186315,22.34038951,1543.234345,15.14483065,7.215348282,6868.432184
TS00001431,CMP_001,LOT250001A,2024.1.1 17:52,4.628275525,3.18931305,94.90770338,54.68757414,156.4462666,22.81778333,66.08038658,-13477.15754,14.90514922,7.053500925,445.3895653
TS00001432,CMP_001,LOT250001A,2024.1.1 17:53,4.606871926,3.217904085,80.06899578,63.7700659,209.8325839,22.85488779,42.56841128,12929.59893,15.43535689,7.067975982,3908.634201
TS00001433,CMP_001,LOT250001A,2024.1.1 17:54,4.581753129,3.263163504,98.66099137,59.08242921,191.6913469,22.73966582,53.5865153,-15067.09226,15.93916308,7.165376708,3318.783539
TS00001434,CMP_001,LOT250001A,2024.1.1 17:54,4.537955461,3.287428753,84.51949346,56.69765038,196.2406955,22.78597747,37.64571922,-12778.41336,15.64957516,6.985747284,427.964899
TS00001435,CMP_001,LOT250001A,2024.1.1 17:55,4.526045059,3.314238512,88.93333908,58.62220885,148.8838336,22.66470473,40.70400334,885.6507146,16.07578027,7.031828551,-829.0047167
TS00001436,CMP_001,LOT250001A,2024.1.1 17:56,4.518921744,3.345596539,96.02966382,58.24674397,224.6539764,22.73601131,35.56229002,5177.641153,16.5593868,6.891240723,-3376.312796
