PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,SUSCEPTOR_TEMP,CHAMBER_PRESSURE,PRECURSOR_FLOW_TEOS,PRECURSOR_FLOW_SILANE,PRECURSOR_FLOW_WF6,CARRIER_GAS_N2,CARRIER_GAS_H2,SHOWERHEAD_TEMP,LINER_TEMP,DEPOSITION_RATE,FILM_STRESS
TS00001736,CVD_001,LOT250001A,2024.1.1 21:41,186.3731976,1.421662496,-5.05929754,-120.2013988,15.2944908,10.250912,2.87398274,188.3697662,180.6814007,-331.8306992,-600.6848787
TS00001737,CVD_001,LOT250001A,2024.1.1 21:42,325.1050574,1.431922379,545.0087027,310.1265279,12.86184374,9.624585344,3.720866322,166.9650697,119.7160087,-2644.21887,387.9665368
TS00001738,CVD_001,LOT250001A,2024.1.1 21:42,319.497701,1.481672966,273.4523253,88.09193736,15.70969927,8.579217526,3.514210362,283.5915786,189.4599495,1268.203871,481.5716055
TS00001739,CVD_001,LOT250001A,2024.1.1 21:43,821.8042533,1.498361829,236.8955208,144.7659093,2.164175991,12.17836886,3.070184185,207.227422,157.9048738,-3242.630142,-607.4647982
TS00001740,CVD_001,LOT250001A,2024.1.1 21:44,1009.524543,1.566736816,289.6215334,54.68114456,-17.12539611,8.43149145,3.46420815,130.8665978,145.4217807,680.8971679,347.5581327
TS00001741,CVD_001,LOT250001A,2024.1.1 21:45,553.276958,1.600488166,303.3710039,276.7442407,-0.722926597,9.950338228,3.554076069,184.4885215,180.2139439,-2967.409949,497.9774589
TS00001742,CVD_001,LOT250001A,2024.1.1 21:45,534.585909,1.635170863,198.9636109,205.6819831,-11.47628683,8.735212591,3.739689191,215.6884467,107.5755397,743.5877101,-432.6450422
TS00001743,CVD_001,LOT250001A,2024.1.1 21:46,591.6007245,1.660772324,139.3190737,121.7019282,-10.40876204,9.425498899,3.531092973,262.2729538,157.8876712,641.3446703,-83.62166128
TS00001744,CVD_001,LOT250001A,2024.1.1 21:47,861.7585402,1.69744879,294.6852111,163.8220547,-16.96410174,9.971933456,3.796560081,172.4974939,154.2959763,1470.432334,120.4604429
TS00001745,CVD_001,LOT250001A,2024.1.1 21:48,336.5679441,1.742755675,269.3220532,352.9052518,-10.65130111,7.155285659,3.820104046,176.8306975,112.4582164,2397.468296,305.8397674
TS00001746,CVD_001,LOT250001A,2024.1.1 21:48,625.0430954,1.738428684,121.0389007,197.703261,-13.03730475,9.136906085,3.743482852,210.7775909,153.4543986,2776.078544,-479.5750443
TS00001747,CVD_001,LOT250001A,2024.1.1 21:49,806.2339018,1.764971682,400.6238636,189.933182,-31.86586824,10.88034349,3.75442604,262.0025902,147.2295037,-2532.454531,588.0524992
TS00001748,CVD_001,LOT250001A,2024.1.1 21:50,684.6426082,1.762641051,260.6763467,123.1689608,-1.907846129,11.69539109,4.144054615,127.6477628,132.4485761,576.5655423,-1009.224391
TS00001749,CVD_001,LOT250001A,2024.1.1 21:51,603.6620658,1.777551034,315.7846016,38.54519129,12.69265342,8.828634936,3.642970743,240.2202982,162.7645252,4718.740085,664.3199486
TS00001750,CVD_001,LOT250001A,2024.1.1 21:51,803.4010491,1.79910161,398.8791601,195.3599604,-3.814511471,9.068441626,4.091137752,182.1309873,118.7892302,937.4126071,275.7493169
TS00001751,CVD_001,LOT250001A,2024.1.1 21:52,-125.8080732,1.816559003,227.7361026,239.2936601,-12.02923957,12.31699954,4.159502061,190.5340451,143.1096374,-962.6962806,-310.8857556
TS00001752,CVD_001,LOT250001A,2024.1.1 21:53,716.3293039,1.793790198,264.50805,308.7260428,-10.42434736,10.70830624,3.951850297,330.0692838,130.1079287,539.8092173,432.8185043
TS00001753,CVD_001,LOT250001A,2024.1.1 21:54,380.2144175,1.7870362,325.8105861,6.692806729,-13.72042384,8.097729042,3.992761819,198.1108669,114.6790968,-70.47356452,-521.4523476
TS00001754,CVD_001,LOT250001A,2024.1.1 21:54,82.97271006,1.772829667,133.3997067,106.6346251,-8.009649403,8.124663071,4.192992686,255.0546599,147.2758208,-1659.938666,62.91770099
TS00001755,CVD_001,LOT250001A,2024.1.1 21:55,665.3661555,1.754870654,230.00087,154.0225023,-8.460250884,10.52907471,3.788806184,252.7319313,125.0375793,2425.839044,128.8015872
TS00001756,CVD_001,LOT250001A,2024.1.1 21:56,877.9637866,1.74712967,237.9687364,203.9572335,-15.48155212,7.630274756,3.770676038,138.5702284,86.17455132,1849.606816,132.7120679
TS00001757,CVD_001,LOT250001A,2024.1.1 21:57,497.2316437,1.696231724,101.6008792,188.8160266,10.95103137,10.84226067,3.745231189,98.37363138,75.44614857,-1996.121281,-399.2480412
TS00001758,CVD_001,LOT250001A,2024.1.1 21:57,766.9296722,1.710441291,509.4584739,188.170738,-19.41144735,9.786968788,4.023220132,258.0336027,152.2850347,477.1932313,-220.7381112
TS00001759,CVD_001,LOT250001A,2024.1.1 21:58,928.9818808,1.650766704,42.31253525,232.8034491,4.093145488,10.14766111,3.987427377,143.3918654,91.15569167,-479.3446189,97.92158336
TS00001760,CVD_001,LOT250001A,2024.1.1 21:59,851.9372736,1.63856234,54.26980867,111.4769988,-2.576320924,9.081915518,3.382133818,108.1371278,135.3441329,-2560.6071,-321.1935947
TS00001761,CVD_001,LOT250001A,2024.1.1 22:00,930.6018697,1.573655119,378.9729533,273.3432396,19.00831815,8.628211811,3.789033402,269.0958665,127.831778,-2198.737216,185.7263971
TS00001762,CVD_001,LOT250001A,2024.1.1 22:00,703.6606733,1.566246996,301.8843167,224.6321592,4.972990643,11.88144952,3.672823077,145.8542856,114.3826868,-1913.181516,-249.2412609
TS00001763,CVD_001,LOT250001A,2024.1.1 22:01,534.6310544,1.528916325,82.3988801,153.0988118,-0.508885428,9.442988197,3.736498254,160.1196034,183.4318471,489.4195451,565.4508628
TS00001764,CVD_001,LOT250001A,2024.1.1 22:02,113.0601157,1.486925875,284.3795749,322.1980037,2.062833013,9.329956067,3.415759527,324.3421973,129.4556911,-322.1850524,854.0420003
TS00001765,CVD_001,LOT250001A,2024.1.1 22:03,449.9587158,1.428869178,389.6985528,314.4560038,6.276919468,9.967522429,3.239837863,105.6647285,146.1113058,-1337.114056,-69.34282471
TS00001766,CVD_001,LOT250001A,2024.1.1 22:03,298.7375015,1.411038125,200.1279794,254.6900721,-4.356839138,10.52617744,3.385477802,129.2022101,131.4092315,-214.6677587,545.4847195
TS00001767,CVD_001,LOT250001A,2024.1.1 22:04,1050.519283,1.35452037,526.4226255,-104.4434881,0.421474693,8.846281925,3.202571278,176.2911776,115.3888984,2052.492015,-15.70142107
TS00001768,CVD_001,LOT250001A,2024.1.1 22:05,462.2132129,1.335460513,-16.29299534,306.0302545,-8.93937445,9.707431736,3.417568924,188.7163047,121.2827373,1259.809515,-373.6652722
TS00001769,CVD_001,LOT250001A,2024.1.1 22:06,535.5598491,1.324214,283.5946009,232.4055473,0.280796179,9.795614014,3.066408335,148.7324753,165.1838772,2539.995216,-115.3060445
TS00001770,CVD_001,LOT250001A,2024.1.1 22:06,641.3825197,1.293259941,340.362461,338.7077186,10.81594822,12.1635468,2.812566354,132.0321482,153.6965115,70.47740782,142.1692874
TS00001771,CVD_001,LOT250001A,2024.1.1 22:07,513.3477858,1.257522646,303.6925628,267.1013034,13.00175049,9.744005165,2.45616213,291.3161954,179.2937452,3724.212682,-793.4788322
TS00001772,CVD_001,LOT250001A,2024.1.1 22:08,925.3336021,1.222485897,164.5268369,295.7616406,-9.916413544,8.620278552,2.486668674,215.6337143,127.1205154,1208.529099,412.2127978
TS00001773,CVD_001,LOT250001A,2024.1.1 22:09,345.223297,1.23075087,151.6509729,231.1856419,8.138448133,8.487214212,2.23105533,234.077789,93.95757927,-470.8124953,140.5632503
TS00001774,CVD_001,LOT250001A,2024.1.1 22:09,549.0461287,1.20971577,241.4660619,272.324893,14.54416475,9.418430097,2.394904215,189.8246181,106.9027711,689.0453033,594.8223049
TS00001775,CVD_001,LOT250001A,2024.1.1 22:10,314.4810172,1.167560856,286.0337111,329.7076956,6.46104801,13.85393575,2.547789529,214.4955345,84.39625332,-1995.363375,394.5196266
TS00001776,CVD_001,LOT250001A,2024.1.1 22:11,169.9943722,1.211739447,257.63151,169.4899265,0.733181354,12.0243099,2.292159001,252.1544396,143.0113239,-112.3702725,145.3294976
TS00001777,CVD_001,LOT250001A,2024.1.1 22:12,347.1563909,1.202002097,310.7444053,8.735809994,1.756241072,12.94024519,2.433831811,135.4388893,102.4521096,1360.73699,-98.52820506
TS00001778,CVD_001,LOT250001A,2024.1.1 22:12,491.1350657,1.22746182,51.96424101,123.2710242,-0.867728552,13.18073129,2.240434172,210.130302,28.45874109,1726.4807,834.1303858
TS00001779,CVD_001,LOT250001A,2024.1.1 22:13,393.5600813,1.204637996,149.6209606,187.2018094,-3.277135647,12.64641982,2.043074862,235.0152821,194.1789622,-313.3020943,1150.387193
TS00001780,CVD_001,LOT250001A,2024.1.1 22:14,328.465597,1.189457439,59.55414284,160.4506822,3.302579903,12.63389772,2.099770405,284.9449685,103.3532184,5980.150187,-111.7529793
TS00001781,CVD_001,LOT250001A,2024.1.1 22:15,150.8678083,1.26148116,127.9594901,43.53891321,23.07688228,14.49384063,2.143362822,308.1292692,103.4364245,174.6828143,571.1467369
TS00001782,CVD_001,LOT250001A,2024.1.1 22:15,482.7347825,1.285682867,302.5046924,11.33485491,-9.001343819,13.32336753,2.051927918,194.4429086,171.2017035,-2829.684947,-311.1965527
TS00001783,CVD_001,LOT250001A,2024.1.1 22:16,128.5785539,1.283412729,188.6951226,94.17264013,-6.27159627,15.37598409,2.038022144,257.5645333,85.18005069,2962.791985,-259.2938266
TS00001784,CVD_001,LOT250001A,2024.1.1 22:17,696.1986569,1.324574468,500.8697314,236.6217562,-5.056884391,14.37650594,1.846683418,28.03290007,155.9535764,1760.671928,-165.8220007
TS00001785,CVD_001,LOT250001A,2024.1.1 22:18,528.393542,1.413594479,199.2251277,309.4572006,-12.75139687,12.68078597,1.915378019,280.3811687,104.7118078,1020.799713,362.9520812
TS00001786,CVD_001,LOT250001A,2024.1.1 22:18,145.1612754,1.402710742,182.7692766,253.2205754,3.911290223,13.01765472,2.464003819,142.699354,83.15088175,-360.7434816,-522.8119862
TS00001787,CVD_001,LOT250001A,2024.1.1 22:19,434.1720686,1.45474999,189.0582859,269.5470164,-31.79902368,12.82107476,2.277110137,170.8041731,174.6138342,1367.954901,784.5312638
TS00001788,CVD_001,LOT250001A,2024.1.1 22:20,325.5124672,1.471402947,96.75189417,170.8428828,-14.22065695,15.87996335,1.764351052,210.7658838,151.758379,3831.75344,474.3858025
TS00001789,CVD_001,LOT250001A,2024.1.1 22:21,595.5662723,1.487482612,170.1497471,25.09629439,-1.3274278,13.57932945,1.621779156,174.1370671,152.3318229,1009.544927,333.2047769
TS00001790,CVD_001,LOT250001A,2024.1.1 22:21,853.241412,1.553660521,319.4549527,144.6515872,-12.81782649,13.11383053,2.154496457,194.1916209,136.4683066,-2321.329042,-146.29175
TS00001791,CVD_001,LOT250001A,2024.1.1 22:22,51.81761997,1.58872103,194.0209087,165.9817128,-18.20838959,14.90671804,2.369677585,276.7459923,144.1562702,-6275.806467,414.7437949
TS00001792,CVD_001,LOT250001A,2024.1.1 22:23,551.96518,1.621735614,82.06475702,148.0386549,-5.469315862,14.38723312,2.145900563,157.5327186,89.99785733,1411.69705,-1458.065848
TS00001793,CVD_001,LOT250001A,2024.1.1 22:24,485.8791174,1.659028426,67.25074479,200.9973417,-0.447132809,15.07077281,2.51978464,114.4957803,131.1220206,-1318.244403,222.8978559
TS00001794,CVD_001,LOT250001A,2024.1.1 22:24,696.5460545,1.695191221,128.4020872,238.8504981,-6.80371079,17.54920201,2.399023859,287.6703191,100.7504206,464.3169642,85.51070762
TS00001795,CVD_001,LOT250001A,2024.1.1 22:25,584.8929294,1.716438834,195.8372594,278.6404258,-16.10237354,16.15893567,2.431560949,209.6477534,87.80991614,-945.2583833,-933.5586323
TS00001796,CVD_001,LOT250001A,2024.1.1 22:26,346.5568173,1.723745006,337.8485544,179.239722,-2.50903462,14.89368538,2.697232535,292.5858587,142.693345,-1080.916269,217.7711523
TS00001797,CVD_001,LOT250001A,2024.1.1 22:27,457.8020217,1.770184776,23.23580601,34.95085389,-9.898345526,12.79311441,2.525500289,228.3111385,166.0141384,-842.9175986,316.0566003
TS00001798,CVD_001,LOT250001A,2024.1.1 22:27,341.6244701,1.749692369,153.0469376,164.4342998,2.911963822,14.19691801,2.66366763,96.35362294,120.6882156,-656.7730712,-899.5658974
TS00001799,CVD_001,LOT250001A,2024.1.1 22:28,812.735123,1.759819586,213.3542196,212.9914306,11.7424189,16.04291326,2.946652138,213.8042574,126.7596147,2249.330293,-558.8365585
TS00001800,CVD_001,LOT250001A,2024.1.1 22:29,552.1883862,1.808722118,-31.56592879,319.816154,-27.62011221,13.23751863,2.899612499,115.39387,99.91362285,1846.499056,1074.372853
TS00001801,CVD_001,LOT250001A,2024.1.1 22:30,1025.297671,1.807605304,95.80021463,158.8972942,1.110674732,18.21145544,3.381755255,174.2655683,135.2165144,-1715.977646,-43.17677305
TS00001802,CVD_001,LOT250001A,2024.1.1 22:30,537.9743225,1.79677348,117.3666404,255.8923676,-15.79299472,15.01570503,3.232873396,168.706575,158.7441412,-1444.257983,545.634753
TS00001803,CVD_001,LOT250001A,2024.1.1 22:31,1169.309459,1.769643221,105.1882361,235.1654058,27.5080558,15.04961669,3.31314408,75.66170338,160.6258306,1455.102125,628.8518119
TS00001804,CVD_001,LOT250001A,2024.1.1 22:32,180.9404676,1.768314282,230.9609708,211.8443426,-0.141340341,13.94689396,3.269090177,123.4686417,154.166005,2797.982379,269.667932
TS00001805,CVD_001,LOT250001A,2024.1.1 22:33,111.6495753,1.758950803,189.1331626,290.0371991,13.34158494,15.65085612,3.543075488,304.1091186,120.1774133,2761.913388,588.0099382
TS00001806,CVD_001,LOT250001A,2024.1.1 22:33,169.416864,1.718766689,141.9389997,144.7948021,6.717899216,13.11616684,3.389468945,185.7071146,120.1313836,-1324.915982,-971.08884
TS00001807,CVD_001,LOT250001A,2024.1.1 22:34,635.1878904,1.707605158,266.8909982,150.1022784,0.059324137,18.03666834,3.592302345,160.5222658,164.3840025,2651.519727,-24.81385612
TS00001808,CVD_001,LOT250001A,2024.1.1 22:35,698.4702204,1.701012152,430.707016,198.0516456,-0.31046523,16.69050811,3.429648444,279.5328598,165.7466573,-2888.79687,-1445.749037
TS00001809,CVD_001,LOT250001A,2024.1.1 22:36,178.7900082,1.682157619,422.0207422,138.4616184,25.36735689,16.10536471,3.892435384,146.7353439,137.0664555,247.8138455,-775.4940065
TS00001810,CVD_001,LOT250001A,2024.1.1 22:36,800.5509183,1.621442266,-21.59369477,238.4944849,19.43626401,12.44734027,3.808232009,164.8234916,130.2522447,1616.630814,-173.6228315
TS00001811,CVD_001,LOT250001A,2024.1.1 22:37,458.6239997,1.604052424,292.3594478,125.0832024,29.43584087,14.73517089,4.205519607,229.6058773,178.8341916,-3526.708327,-232.6922195
TS00001812,CVD_001,LOT250001A,2024.1.1 22:38,618.5694525,1.527503493,199.2656394,205.9888181,10.43141676,16.12516933,4.339201704,146.0126741,133.7628999,4804.45198,120.0895616
TS00001813,CVD_001,LOT250001A,2024.1.1 22:39,987.2825124,1.528728924,242.0150942,172.8681664,12.38976138,15.07656398,4.057490943,125.2150719,167.6461733,3259.669418,87.22757001
TS00001814,CVD_001,LOT250001A,2024.1.1 22:39,810.6582603,1.469103618,173.73664,197.4596212,6.238149585,12.55047766,3.954565831,34.78093129,141.8292342,1887.728893,161.4215412
TS00001815,CVD_001,LOT250001A,2024.1.1 22:40,521.3930002,1.44839579,238.9131578,133.001835,5.219347913,12.93713134,3.779370259,113.8669232,115.1317152,-1348.794547,177.805674
TS00001816,CVD_001,LOT250001A,2024.1.1 22:41,367.6527934,1.403578615,243.618133,140.2115437,-3.347801513,13.08545155,4.168638301,113.3960412,195.5046191,432.8910514,251.8167014
TS00001817,CVD_001,LOT250001A,2024.1.1 22:42,54.26254594,1.392072423,152.5816985,175.8674554,6.717954432,12.70232363,4.040083641,179.822715,151.2668358,2138.26241,-400.1330761
TS00001818,CVD_001,LOT250001A,2024.1.1 22:42,414.0270042,1.326135427,112.9417205,182.1119017,-3.352560951,15.73842928,4.107113528,133.8819666,126.8222808,-1698.905813,-289.6966347
TS00001819,CVD_001,LOT250001A,2024.1.1 22:43,542.4587929,1.318186898,168.7159072,160.4991079,7.509259165,10.39581817,4.338072179,300.2405872,106.8482358,175.3091385,47.01182007
TS00001820,CVD_001,LOT250001A,2024.1.1 22:44,349.6939425,1.2771168,253.6803271,311.6135533,3.26444684,14.08825237,3.811032104,107.6002981,110.2466233,2347.870837,47.15024792
TS00001821,CVD_001,LOT250001A,2024.1.1 22:45,564.738584,1.25492032,298.6509556,66.56316748,2.876820437,10.98859592,3.766195683,255.4432715,138.0785056,-2470.091703,-490.9636826
TS00001822,CVD_001,LOT250001A,2024.1.1 22:45,617.6421288,1.234350188,329.6124878,147.9324581,15.18695475,11.30419243,3.870469438,184.9830579,207.2826139,1177.218754,582.9579673
TS00001823,CVD_001,LOT250001A,2024.1.1 22:46,542.9003671,1.208381958,160.1339141,10.48009343,-3.467349441,9.547543893,4.04054691,220.6437132,132.1944524,-3002.516908,396.9494891
TS00001824,CVD_001,LOT250001A,2024.1.1 22:47,437.1050899,1.209213567,256.1575853,184.4298382,3.027365031,11.55241805,3.938054022,217.4827073,193.3053655,-1384.551827,-402.5578677
TS00001825,CVD_001,LOT250001A,2024.1.1 22:48,642.0650044,1.201425866,339.5756551,49.86437069,14.63724212,14.45446904,3.59137554,40.15530738,146.0474909,-508.3966815,-83.57226907
TS00001826,CVD_001,LOT250001A,2024.1.1 22:48,710.4851624,1.203618604,363.3770314,124.952077,5.995102881,12.39723636,3.858417361,173.1264994,114.5654883,1527.111225,1019.414486
TS00001827,CVD_001,LOT250001A,2024.1.1 22:49,327.3015671,1.203633167,208.581493,116.7507697,3.441527041,10.01408612,3.397181426,158.6970657,135.7740653,-900.7896751,89.8376692
TS00001828,CVD_001,LOT250001A,2024.1.1 22:50,952.33883,1.22139497,186.4356188,176.2227066,-11.9769474,13.14972181,3.394535043,107.1024914,111.4520828,754.2384665,203.2926514
TS00001829,CVD_001,LOT250001A,2024.1.1 22:51,574.4673295,1.234919683,235.9343711,102.3555228,-7.214134607,13.28481245,3.458662211,203.3468487,124.0552552,-867.4339242,-302.0206014
TS00001830,CVD_001,LOT250001A,2024.1.1 22:51,603.1415638,1.221348646,66.21526315,100.1332868,-23.05964633,11.41000006,3.286461641,279.4857628,122.9563056,-548.8642122,-155.9404713
TS00001831,CVD_001,LOT250001A,2024.1.1 22:52,774.6064316,1.270326489,183.524236,284.9565719,-5.01085599,14.12507275,3.486988892,16.87130157,92.15173172,3020.421316,755.6629929
TS00001832,CVD_001,LOT250001A,2024.1.1 22:53,654.7928571,1.263514365,298.5268808,183.7419523,-7.13228163,12.12797253,3.275418938,145.9737198,194.3305294,-1773.353219,57.26279662
TS00001833,CVD_001,LOT250001A,2024.1.1 22:54,833.5255111,1.317590641,283.376722,110.3827036,-9.276713911,11.74664089,3.478445469,104.1165178,154.9029167,2054.565549,-33.01693525
TS00001834,CVD_001,LOT250001A,2024.1.1 22:54,665.5963753,1.348548043,167.0018184,141.3501657,1.361882641,9.349670917,2.981973686,184.0178789,127.556248,544.2895496,9.270216759
TS00001835,CVD_001,LOT250001A,2024.1.1 22:55,439.1070526,1.343596459,225.6450121,315.308567,-20.16791817,11.33361734,2.91276905,161.0486444,154.3176513,-593.685307,1282.240544
TS00001836,CVD_001,LOT250001A,2024.1.1 22:56,680.826731,1.40868959,93.00784584,149.5646511,9.2775607,10.56183116,3.085642057,145.1437814,122.0708431,-1865.947364,34.54841251
TS00001837,CVD_001,LOT250001A,2024.1.1 22:57,302.5941103,1.436758164,281.7192713,112.3436645,3.139794356,10.86747153,2.733125952,223.7748278,66.42583968,-1711.210746,-394.4276122
TS00001838,CVD_001,LOT250001A,2024.1.1 22:57,613.5883578,1.469781365,181.8038725,116.4666309,-5.246244794,8.919480254,2.960063129,281.5144872,234.6352784,-883.5691015,-300.3749758
TS00001839,CVD_001,LOT250001A,2024.1.1 22:58,575.9198576,1.539099941,154.8615862,132.4623323,-4.577465822,10.00524244,2.682386351,343.9787339,150.9562029,306.1702375,424.9271515
TS00001840,CVD_001,LOT250001A,2024.1.1 22:59,529.8419852,1.546409207,142.0584851,132.1166444,3.241767502,8.463168021,2.02040129,140.8922772,126.8909687,1825.757404,-672.0622866
TS00001841,CVD_001,LOT250001A,2024.1.1 23:00,547.2548848,1.580609444,177.4436353,74.10220348,15.20851232,6.352250867,2.647728831,76.9998406,85.79933443,30.42317959,275.2914907
TS00001842,CVD_001,LOT250001A,2024.1.1 23:00,106.3290784,1.628869212,127.4824978,91.59537002,2.580421837,10.96447308,2.521233497,220.7959802,98.21290807,175.9562254,-304.0870406
TS00001843,CVD_001,LOT250001A,2024.1.1 23:01,436.9064568,1.671031885,264.0436638,121.4359702,4.530478964,7.117496487,2.461297894,284.8720602,191.861063,485.6022329,-863.9339285
TS00001844,CVD_001,LOT250001A,2024.1.1 23:02,594.5001899,1.689102468,130.8356812,252.3641114,4.721089774,9.44629854,1.827649312,238.0675944,186.4448458,1617.297782,-417.3365835
TS00001845,CVD_001,LOT250001A,2024.1.1 23:03,608.3703256,1.736186146,378.0123139,167.557703,23.69809365,9.710173737,2.023074082,286.6321432,163.1183194,1962.502501,93.15616745
TS00001846,CVD_001,LOT250001A,2024.1.1 23:03,308.5320645,1.750669733,360.8761498,185.6259578,3.382236782,9.636674975,1.991252509,177.7266102,106.1829438,-2093.029252,782.9390358
TS00001847,CVD_001,LOT250001A,2024.1.1 23:04,878.8614546,1.730218834,65.31265162,320.5971227,7.795093958,8.669631906,1.901999241,155.6826613,184.0295679,123.4812485,547.1155557
TS00001848,CVD_001,LOT250001A,2024.1.1 23:05,342.8253537,1.770990941,184.7056915,324.4439381,23.54442178,9.459955461,2.388090821,200.1788977,151.3041983,3147.785683,-52.29478688
TS00001849,CVD_001,LOT250001A,2024.1.1 23:06,798.6309618,1.782147317,94.11074106,183.66625,10.9806735,9.730106501,2.015359182,174.406951,156.527732,-1935.381591,583.6463607
TS00001850,CVD_001,LOT250001A,2024.1.1 23:06,139.7250797,1.804824825,134.2800055,152.9857251,21.24747201,10.10836704,1.997125847,235.0024714,149.3269861,847.837251,-79.00549759
TS00001851,CVD_001,LOT250001A,2024.1.1 23:07,388.4431725,1.760627744,425.3034335,132.2012718,0.887199431,11.60016201,2.110401662,254.3664066,89.79038446,358.3119924,-633.2557924
TS00001852,CVD_001,LOT250001A,2024.1.1 23:08,990.6881972,1.835869556,136.6645237,272.1132603,7.82395819,9.357211042,2.118298369,260.0132574,98.11331368,-434.1397097,109.9282348
TS00001853,CVD_001,LOT250001A,2024.1.1 23:09,245.3241304,1.79854034,220.4710734,190.6338438,24.35490555,9.119729164,1.350734207,228.693689,117.8134565,3878.423618,-655.4141717
TS00001854,CVD_001,LOT250001A,2024.1.1 23:09,770.4194777,1.781166098,243.6578196,173.1087544,2.146668084,7.6930448,1.910434807,213.7170039,151.4984715,766.6492663,490.25448
TS00001855,CVD_001,LOT250001A,2024.1.1 23:10,787.7110852,1.78061552,51.67691629,133.0593886,6.577179546,9.748170002,1.787665799,247.5201482,89.85668923,3709.920812,493.3908942
TS00001856,CVD_001,LOT250001A,2024.1.1 23:11,366.894098,1.777859909,70.83790259,135.000533,9.637920121,10.14790511,2.189054694,82.93702144,125.1043526,692.1561099,-354.6296307
TS00001857,CVD_001,LOT250001A,2024.1.1 23:12,879.7100974,1.731751788,28.13900544,230.6742961,-4.013692657,8.922215766,2.097893592,214.1856992,124.1798464,1.661598935,152.188016
TS00001858,CVD_001,LOT250001A,2024.1.1 23:12,466.1994068,1.705459393,69.49978295,80.73327576,0.401803811,10.1024376,2.212922501,205.5058757,152.3955013,1.667626296,140.7241421
TS00001859,CVD_001,LOT250001A,2024.1.1 23:13,598.0857236,1.662708389,-174.4779794,285.6129863,4.216536762,8.93230567,1.855327423,215.9165389,148.013841,2.071105271,501.4325406
TS00001860,CVD_001,LOT250001A,2024.1.1 23:14,588.2891199,1.625610901,251.5400035,144.7273608,2.031161992,10.4735052,2.27671769,198.6156533,96.6558202,-1.565842763,-564.7124037
TS00001861,CVD_001,LOT250001A,2024.1.1 23:15,487.033552,1.585568167,442.0795988,175.8032748,12.80352021,10.94185249,2.635240798,230.4907022,169.5838063,-1.594459045,349.7437618
TS00001862,CVD_001,LOT250001A,2024.1.1 23:15,720.8308688,1.543822714,205.751557,65.2934232,13.8502273,11.03640207,2.772848481,170.7726749,90.54144529,-1.5133584,-616.2063488
TS00001863,CVD_001,LOT250001A,2024.1.1 23:16,714.1448248,1.508531944,12.32191029,180.7707811,-11.65101866,9.989860607,2.717993392,273.6512137,157.4989767,-1.597141756,423.1435191
TS00001864,CVD_001,LOT250001A,2024.1.1 23:17,76.41857532,1.460904505,111.1845041,148.5673996,-3.427219806,8.386406455,2.394169021,234.8896386,107.5611236,-1.64059531,558.6491757
TS00001865,CVD_001,LOT250001A,2024.1.1 23:18,837.5593986,1.442647534,136.4231472,169.8713067,0.864630561,9.169858452,3.003190473,216.0610411,128.36008,-1.69283014,-314.1849594
TS00001866,CVD_001,LOT250001A,2024.1.1 23:18,93.92615327,1.382024888,68.89104122,303.183291,8.092406846,11.12938023,2.988365986,165.6751394,129.6443689,-1.481621834,624.2090942
TS00001867,CVD_001,LOT250001A,2024.1.1 23:19,765.9201548,1.37512996,305.9530668,183.2194454,-0.905266971,14.06573807,2.913771674,256.9071181,128.2663043,-1.696940382,-777.4673312
TS00001868,CVD_001,LOT250001A,2024.1.1 23:20,787.8609502,1.338707002,302.0677745,92.40586958,-6.000931226,10.04365782,2.626403496,220.8042189,142.0903758,1.684190536,555.2413964
TS00001869,CVD_001,LOT250001A,2024.1.1 23:21,232.0170398,1.310976833,58.70185661,96.85848836,-2.845139843,11.40641864,3.316052224,163.4456735,133.1713792,1.622746596,721.6752933
TS00001870,CVD_001,LOT250001A,2024.1.1 23:21,400.8076037,1.273477438,296.0887116,211.6927479,-3.139195063,10.06154751,3.099709975,205.6975984,144.5628266,1.608283005,173.52318
TS00001871,CVD_001,LOT250001A,2024.1.1 23:22,226.0210071,1.303447807,398.5770078,272.6118864,-19.27714292,9.611998451,3.378250159,247.1166204,134.6727511,1.417394112,-97.76289051
TS00001872,CVD_001,LOT250001A,2024.1.1 23:23,447.8405844,1.257509734,447.7484729,179.0834215,-7.948895481,10.23945654,3.410826663,242.6915134,82.53759482,1.575011752,156.825493
TS00001873,CVD_001,LOT250001A,2024.1.1 23:24,423.8770664,1.202398917,570.1953447,214.0908524,5.081044779,8.314148091,3.789432671,238.993573,128.3596635,-911.6777252,-299.4320102
TS00001874,CVD_001,LOT250001A,2024.1.1 23:24,695.309398,1.212918073,101.3030033,205.8189003,-10.98363293,13.65415289,3.537009981,215.4509038,103.2021824,-542.4252621,1317.763013
TS00001875,CVD_001,LOT250001A,2024.1.1 23:25,1462.975502,1.193245497,568.963153,277.9523562,-6.795703518,8.466433062,3.634401272,271.5239111,86.75172474,1660.914625,-283.7164949
TS00001876,CVD_001,LOT250001A,2024.1.1 23:26,848.9209527,1.184782804,173.401871,-25.46311555,-9.496232307,11.60425765,4.022829859,284.2677902,111.3048032,-4104.427359,673.3452458
TS00001877,CVD_001,LOT250001A,2024.1.1 23:27,359.5566569,1.182264509,145.2046491,210.2862635,-29.01644748,10.42117972,3.638868794,254.2140961,125.526667,815.5474186,-350.0029713
