PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,BEAM_CURRENT,BEAM_ENERGY,DOSE_RATE,TOTAL_DOSE,IMPLANT_ANGLE,WAFER_ROTATION,SOURCE_PRESSURE,ANALYZER_PRESSURE,END_STATION_PRESSURE,BEAM_UNIFORMITY,FARADAY_CUP_CURRENT
TS00000959,ION_001,LOT250001A,2024.1.1 11:58,3697.934706,2828327.888,1.33E+23,3.25E+27,12.4579904,4344.366468,2.92E-05,1.49E-06,4.80E-07,98.57640475,9387.784568
TS00000960,ION_001,LOT250001A,2024.1.1 11:59,3221.799651,502435.3799,4.86E+21,2.13E+27,-11.07111044,-1969.253742,2.95E-05,1.50E-06,4.80E-07,98.67652925,5175.938937
TS00000961,ION_001,LOT250001A,2024.1.1 12:00,4011.102343,-1792534.262,5.58E+22,-5.35E+27,12.02686917,-4953.116417,2.98E-05,1.50E-06,4.78E-07,98.68071385,-5599.8756
TS00000962,ION_001,LOT250001A,2024.1.1 12:00,6763.067571,4762795.402,1.16E+22,-3.92E+27,11.07556505,3049.536418,2.99E-05,1.50E-06,4.75E-07,98.64210527,-1635.20777
TS00000963,ION_001,LOT250001A,2024.1.1 12:01,2235.690024,160111.4516,2.49E+22,3.44E+27,-9.225005148,-5559.951707,3.00E-05,1.49E-06,4.72E-07,98.7236692,6342.596554
TS00000964,ION_001,LOT250001A,2024.1.1 12:02,4285.620376,1959084.929,-1.71E+22,-1.17E+27,15.69678966,1351.059259,3.00E-05,1.47E-06,4.66E-07,98.69069532,9350.156435
TS00000965,ION_001,LOT250001A,2024.1.1 12:03,1087.514673,-1483437.372,9.75E+21,7.95E+27,-15.27370871,-1036.280219,2.99E-05,1.44E-06,4.60E-07,98.70180597,2585.014077
TS00000966,ION_001,LOT250001A,2024.1.1 12:03,7200.680165,945059.0219,2.69E+22,2.51E+27,-7.337895772,5637.18458,2.98E-05,1.41E-06,4.53E-07,98.71454959,-1460.651367
TS00000967,ION_001,LOT250001A,2024.1.1 12:04,-1274.603798,815183.7462,-2.89E+22,-2.43E+27,3.346746986,-798.9336212,2.95E-05,1.38E-06,4.45E-07,98.61947093,9656.059607
TS00000968,ION_001,LOT250001A,2024.1.1 12:05,8622.627317,-4686578.023,-3.87E+21,-5.10E+25,-10.29872965,5211.521649,2.92E-05,1.34E-06,4.36E-07,98.72818574,1040.897659
TS00000969,ION_001,LOT250001A,2024.1.1 12:06,1243.470846,5075866.91,-2.92E+21,3.17E+26,0.589920332,-1264.375814,2.89E-05,1.29E-06,4.26E-07,98.80357206,-1629.940222
TS00000970,ION_001,LOT250001A,2024.1.1 12:06,-4336.190987,3264421.569,4.13E+22,-3.64E+27,0.112995929,4802.477228,2.84E-05,1.25E-06,4.16E-07,98.77992113,-2492.75327
TS00000971,ION_001,LOT250001A,2024.1.1 12:07,1879.97471,-955049.3641,-5.33E+22,-4.56E+27,-4.381307862,9053.924279,2.79E-05,1.20E-06,4.05E-07,98.7296333,-4612.534684
TS00000972,ION_001,LOT250001A,2024.1.1 12:08,-1377.855895,-2717609.816,-2.58E+21,3.51E+27,5.638173775,-3449.617276,2.74E-05,1.15E-06,3.94E-07,98.85468509,15509.25288
TS00000973,ION_001,LOT250001A,2024.1.1 12:09,4686.199106,907091.1545,9.56E+22,4.23E+27,-5.106480434,2000.67032,2.68E-05,1.11E-06,3.83E-07,98.80378199,8423.414238
TS00000974,ION_001,LOT250001A,2024.1.1 12:09,-1310.75794,255050.8079,5.82E+22,3.02E+27,-0.605736325,11837.53109,2.62E-05,1.06E-06,3.71E-07,98.76957716,-1986.728603
TS00000975,ION_001,LOT250001A,2024.1.1 12:10,-509.6670861,927595.1069,6.75E+22,7.58E+27,8.484451491,1118.523609,2.56E-05,1.02E-06,3.60E-07,98.95257418,9929.19628
TS00000976,ION_001,LOT250001A,2024.1.1 12:11,-6308.162924,517479.0244,1.22E+21,-2.71E+27,4.9068621,1108.95648,2.50E-05,9.88E-07,3.49E-07,98.80089476,3911.510867
TS00000977,ION_001,LOT250001A,2024.1.1 12:12,-584.2919237,1304247.316,1.60E+22,8.37E+27,4.879905624,4025.278165,2.44E-05,9.57E-07,3.39E-07,98.90845889,3590.47336
TS00000978,ION_001,LOT250001A,2024.1.1 12:12,-8495.255284,3657014.804,5.01E+22,-4.50E+27,-14.41294304,1044.904744,2.38E-05,9.33E-07,3.29E-07,98.83658983,-2394.323128
TS00000979,ION_001,LOT250001A,2024.1.1 12:13,-5159.236204,1459110.579,7.80E+22,-5.06E+27,2.425053248,-5939.227335,2.32E-05,9.15E-07,3.19E-07,98.89204796,-1399.260801
TS00000980,ION_001,LOT250001A,2024.1.1 12:14,4195.30789,-2585187.972,-9.76E+22,-8.80E+27,-11.47081952,5427.694968,2.26E-05,9.04E-07,3.11E-07,98.84996846,936.5290923
TS00000981,ION_001,LOT250001A,2024.1.1 12:15,4275.643584,3445452.217,-6.58E+22,-2.23E+27,-15.32471496,-7104.628296,2.21E-05,9.00E-07,3.03E-07,98.84254329,-8700.302023
TS00000982,ION_001,LOT250001A,2024.1.1 12:15,2814.920826,4140671.812,6.55E+22,-2.52E+27,-3.014828322,-751.6520639,2.16E-05,9.04E-07,2.96E-07,98.93965041,-1326.010138
TS00000983,ION_001,LOT250001A,2024.1.1 12:16,-2772.007221,7919363.476,-1.38E+22,2.63E+27,-11.09122239,5753.274919,2.11E-05,9.15E-07,2.91E-07,98.94242849,1113.345508
TS00000984,ION_001,LOT250001A,2024.1.1 12:17,890.2889903,-2769431.373,-3.36E+22,1.22E+27,6.143110388,-494.8525634,2.08E-05,9.33E-07,2.86E-07,98.98760349,7623.728947
TS00000985,ION_001,LOT250001A,2024.1.1 12:18,1054.624433,646586.5663,-6.27E+22,-5.96E+27,6.702075342,-1836.055309,2.05E-05,9.57E-07,2.83E-07,98.93643424,-2018.703141
TS00000986,ION_001,LOT250001A,2024.1.1 12:18,-3573.67006,-5165791.725,-2.78E+22,-1.96E+27,-20.11643231,4462.849346,2.02E-05,9.88E-07,2.81E-07,99.05652085,5115.479252
TS00000987,ION_001,LOT250001A,2024.1.1 12:19,7067.135757,1422397.026,-7.01E+22,-1.86E+27,-8.988157824,-2451.970645,2.01E-05,1.02E-06,2.80E-07,98.96583086,-9253.926551
TS00000988,ION_001,LOT250001A,2024.1.1 12:20,4559.843817,-1330911.972,1.05E+23,-8.88E+27,-14.88755299,-3930.104799,2.00E-05,1.06E-06,2.81E-07,98.98721605,6880.545532
TS00000989,ION_001,LOT250001A,2024.1.1 12:21,166.537959,4848263.369,-1.12E+21,-4.90E+27,-4.471763825,2062.762469,2.00E-05,1.11E-06,2.82E-07,98.89696678,-3456.340181
TS00000990,ION_001,LOT250001A,2024.1.1 12:21,1161.085906,-1896833.021,-2.90E+21,-3.85E+27,5.177516801,238.5057027,2.01E-05,1.15E-06,2.85E-07,98.93973617,1699.907395
TS00000991,ION_001,LOT250001A,2024.1.1 12:22,1893.319929,-4183202.312,2.94E+22,7.17E+27,-1.300733505,-3999.431121,2.02E-05,1.20E-06,2.90E-07,99.00151224,3086.504293
TS00000992,ION_001,LOT250001A,2024.1.1 12:23,-7097.904884,-1138357.883,4.81E+22,9.57E+26,-4.255860356,3527.69121,2.05E-05,1.25E-06,2.95E-07,98.97593545,2114.932376
TS00000993,ION_001,LOT250001A,2024.1.1 12:24,92.42488482,-4898876.512,4.73E+22,3.31E+27,15.18422853,2841.996792,2.08E-05,1.29E-06,3.01E-07,98.99367574,542.2356216
TS00000994,ION_001,LOT250001A,2024.1.1 12:24,-1632.039641,1917628.22,5.37E+22,-7.49E+27,-20.30636464,-451.2732949,2.11E-05,1.34E-06,3.09E-07,98.94713369,-5116.684075
TS00000995,ION_001,LOT250001A,2024.1.1 12:25,-2893.389461,-5122796.179,-3.15E+22,5.97E+27,15.68747341,-174.3551156,2.16E-05,1.38E-06,3.17E-07,98.99724097,-3339.614013
TS00000996,ION_001,LOT250001A,2024.1.1 12:26,8.041777998,111082.3947,-1.49E+22,6.51E+27,-1.533052875,2875.2876,2.21E-05,1.41E-06,3.26E-07,98.99977146,6109.602666
TS00000997,ION_001,LOT250001A,2024.1.1 12:27,8344.395373,-5154568.976,3.85E+22,-9.99E+27,3.732011027,5757.416689,2.26E-05,1.44E-06,3.36E-07,98.9370356,-1838.238029
TS00000998,ION_001,LOT250001A,2024.1.1 12:27,3739.746535,-760766.7015,-2.64E+22,-3.53E+27,-0.147446523,-133.4424915,2.32E-05,1.47E-06,3.47E-07,99.02990847,654.8971226
TS00000999,ION_001,LOT250001A,2024.1.1 12:28,-1084.453937,4148435.523,-2.55E+20,2.48E+27,21.17554872,3617.744175,2.38E-05,1.49E-06,3.58E-07,98.91401012,-6265.169263
TS00001000,ION_001,LOT250001A,2024.1.1 12:29,3515.264479,941617.2614,1.99E+22,3.22E+27,-5.937690163,3260.54826,2.44E-05,1.50E-06,3.69E-07,99.00896518,5512.800161
TS00001001,ION_001,LOT250001A,2024.1.1 12:30,6847.421746,-2118734.012,3.93E+22,-3.39E+27,7.117363697,4517.229171,2.50E-05,1.50E-06,3.80E-07,99.08827963,-5352.415201
TS00001002,ION_001,LOT250001A,2024.1.1 12:30,4973.601378,-38011.18955,-8.89E+22,-1.53E+27,12.90229171,1156.984186,2.56E-05,1.50E-06,3.91E-07,99.03378081,5849.88069
TS00001003,ION_001,LOT250001A,2024.1.1 12:31,1538.259457,85032.31375,3.57E+22,-2.99E+27,-7.856695343,-2650.311853,2.62E-05,1.49E-06,4.02E-07,99.03272833,-4018.820826
TS00001004,ION_001,LOT250001A,2024.1.1 12:32,-1264.1222,1221553.674,-1.17E+22,5.52E+26,-0.325168559,-852.2662639,2.68E-05,1.47E-06,4.13E-07,98.95290965,6391.165062
TS00001005,ION_001,LOT250001A,2024.1.1 12:33,4139.243989,-3377185.335,3.54E+22,5.99E+27,8.005113537,2367.384874,2.74E-05,1.44E-06,4.24E-07,99.08451045,1392.315311
TS00001006,ION_001,LOT250001A,2024.1.1 12:33,2941.498592,1521356.626,3.88E+22,-3.86E+27,1.223519597,8267.574146,2.79E-05,1.41E-06,4.34E-07,99.06268008,-1431.229932
TS00001007,ION_001,LOT250001A,2024.1.1 12:34,4967.682301,-6721067.643,8.04E+22,5.00E+27,2.525327815,-945.1055838,2.84E-05,1.38E-06,4.43E-07,98.94896412,9383.918198
TS00001008,ION_001,LOT250001A,2024.1.1 12:35,3944.789855,-1534831.797,6.77E+22,-3.91E+27,7.759166285,4206.896546,2.89E-05,1.34E-06,4.51E-07,98.96422022,1054.827684
TS00001009,ION_001,LOT250001A,2024.1.1 12:36,5617.076446,-1180841.69,6.73E+22,-4.24E+27,18.31335006,-328.1794332,2.92E-05,1.29E-06,4.59E-07,99.04702438,-395.1958812
TS00001010,ION_001,LOT250001A,2024.1.1 12:36,-709.9754357,1623118.534,7.22E+22,4.09E+27,8.931090181,1421.756074,2.95E-05,1.25E-06,4.65E-07,99.06995421,5971.555048
TS00001011,ION_001,LOT250001A,2024.1.1 12:37,6709.787566,96332.41427,1.46E+22,4.61E+27,23.66211447,7036.848333,2.98E-05,1.20E-06,4.70E-07,98.91229396,-5967.074254
TS00001012,ION_001,LOT250001A,2024.1.1 12:38,2236.855869,-3474203.231,1.61E+21,4.26E+27,3.396662071,4027.369222,2.99E-05,1.15E-06,4.75E-07,98.92025485,-11194.37057
TS00001013,ION_001,LOT250001A,2024.1.1 12:39,9750.648836,-2422833.932,4.36E+22,-6.58E+27,1.326248455,-4000.490571,3.00E-05,1.11E-06,4.78E-07,98.95769891,7234.505214
TS00001014,ION_001,LOT250001A,2024.1.1 12:39,-1307.145927,536288.797,3.66E+22,-2.33E+27,33.55314033,-1331.102016,3.00E-05,1.06E-06,4.79E-07,98.85032261,-2736.905048
TS00001015,ION_001,LOT250001A,2024.1.1 12:40,8390.312663,-158144.2194,-1.55E+22,4.11E+27,8.125551151,5977.37388,2.99E-05,1.02E-06,4.80E-07,98.95336578,5764.569577
TS00001016,ION_001,LOT250001A,2024.1.1 12:41,2231.854437,-1408355.241,2.02E+22,2.08E+26,1.981049873,1513.305896,2.98E-05,9.88E-07,4.79E-07,99.00479044,1666.023162
TS00001017,ION_001,LOT250001A,2024.1.1 12:42,-1174.706604,-1162702.94,-1.75E+21,-5.37E+27,-1.977260163,-3656.629817,2.95E-05,9.57E-07,4.77E-07,98.86622149,-4393.98191
TS00001018,ION_001,LOT250001A,2024.1.1 12:42,-516.6777511,1779723.703,-4.27E+22,2.29E+27,26.51410134,-2344.492629,2.92E-05,9.33E-07,4.74E-07,98.93672636,4450.277683
TS00001019,ION_001,LOT250001A,2024.1.1 12:43,122.7134158,-1255009.793,6.45E+22,-3.57E+27,12.63522538,3737.546013,2.89E-05,9.15E-07,4.69E-07,98.89307543,-651.7483026
TS00001020,ION_001,LOT250001A,2024.1.1 12:44,3083.573207,-181092.7072,2.76E+21,8.97E+27,13.76066751,4893.155666,2.84E-05,9.04E-07,4.64E-07,98.99553758,-4004.79226
TS00001021,ION_001,LOT250001A,2024.1.1 12:45,3458.899003,5463886.555,1.02E+23,7.72E+27,14.91854805,978.5865649,2.79E-05,9.00E-07,4.57E-07,98.8760189,-3893.924811
TS00001022,ION_001,LOT250001A,2024.1.1 12:45,-948.4492809,-3520255.817,-8.13E+22,3.02E+27,26.81526046,10799.80067,2.74E-05,9.04E-07,4.49E-07,98.97102716,-7322.843036
TS00001023,ION_001,LOT250001A,2024.1.1 12:46,1226.206541,-4590754.263,-2.78E+22,6.81E+27,15.02757417,4186.286097,2.68E-05,9.15E-07,4.41E-07,98.85538387,3333.749321
TS00001024,ION_001,LOT250001A,2024.1.1 12:47,9868.819412,1997724.717,1.63E+21,3.24E+26,40.3616848,-93.34299139,2.62E-05,9.33E-07,4.31E-07,98.91361433,-3382.265745
TS00001025,ION_001,LOT250001A,2024.1.1 12:48,8185.239327,-1657962.81,5.69E+22,3.83E+27,18.31787302,-2391.541817,2.56E-05,9.57E-07,4.21E-07,98.87708159,1096.456008
TS00001026,ION_001,LOT250001A,2024.1.1 12:48,2995.294679,-757058.2855,2.00E+22,7.39E+27,27.61784767,-3037.73382,2.50E-05,9.88E-07,4.11E-07,98.84663976,336.3875274
TS00001027,ION_001,LOT250001A,2024.1.1 12:49,1376.947266,-1914468.21,1.55E+22,1.23E+27,25.03266586,2193.853583,2.44E-05,1.02E-06,4.00E-07,98.80274712,-3487.850053
TS00001028,ION_001,LOT250001A,2024.1.1 12:50,1680.387329,-611193.7926,-5.64E+22,-1.28E+27,16.55667381,-1112.706758,2.38E-05,1.06E-06,3.89E-07,98.8468107,-6419.236548
TS00001029,ION_001,LOT250001A,2024.1.1 12:51,3630.44698,4034532.4,-5.78E+22,-8.52E+27,10.95316265,7527.502449,2.32E-05,1.11E-06,3.77E-07,98.79668523,13839.92924
TS00001030,ION_001,LOT250001A,2024.1.1 12:51,-2937.520996,2043385.682,1.61E+22,-4.16E+26,20.0054709,6687.818489,2.26E-05,1.15E-06,3.66E-07,98.77196522,905.9866353
TS00001031,ION_001,LOT250001A,2024.1.1 12:52,102.9367998,2193497.706,-6.82E+22,4.12E+27,21.61155248,3344.824294,2.21E-05,1.20E-06,3.55E-07,98.86752876,10244.35771
TS00001032,ION_001,LOT250001A,2024.1.1 12:53,-5561.245717,-3502757.223,-2.66E+22,4.73E+27,10.57190438,-3913.471484,2.16E-05,1.25E-06,3.44E-07,98.8084182,6932.774497
TS00001033,ION_001,LOT250001A,2024.1.1 12:54,2692.789842,-2840205.207,2.50E+22,2.52E+27,17.71165918,-1896.413527,2.11E-05,1.29E-06,3.34E-07,98.80009535,-514.929156
TS00001034,ION_001,LOT250001A,2024.1.1 12:54,3669.918174,-7060151.442,-4.91E+22,-2.71E+27,28.12511658,5805.139864,2.08E-05,1.34E-06,3.24E-07,98.73494078,1980.957602
TS00001035,ION_001,LOT250001A,2024.1.1 12:55,-863.7112597,-1986043.284,8.03E+22,-9.88E+27,36.14275665,-1479.822857,2.05E-05,1.38E-06,3.15E-07,98.73157792,1823.613499
TS00001036,ION_001,LOT250001A,2024.1.1 12:56,7355.73575,2429027.918,6.12E+22,-2.48E+27,23.63386315,5251.090673,2.02E-05,1.41E-06,3.07E-07,98.71456642,10275.79214
TS00001037,ION_001,LOT250001A,2024.1.1 12:57,-3849.520102,1329495.186,-7.86E+22,-1.52E+27,33.33272929,2651.115893,2.01E-05,1.44E-06,3.00E-07,98.72975159,5197.711008
TS00001038,ION_001,LOT250001A,2024.1.1 12:57,-4807.104867,-516797.4179,-4.66E+22,-1.56E+27,7.995944162,949.8676868,2.00E-05,1.47E-06,2.94E-07,98.73066412,-2990.969076
TS00001039,ION_001,LOT250001A,2024.1.1 12:58,1948.201929,-18910.08653,-1.14E+23,3.09E+27,20.86429358,-2077.895161,2.00E-05,1.49E-06,2.88E-07,98.68254971,2803.488837
TS00001040,ION_001,LOT250001A,2024.1.1 12:59,5241.93576,-1685520.167,-3.91E+22,9.93E+27,26.75943498,347.0688068,2.01E-05,1.50E-06,2.85E-07,98.62973671,5070.114257
TS00001041,ION_001,LOT250001A,2024.1.1 13:00,7795.499463,548442.291,3.83E+22,6.18E+26,3.914519193,1473.435961,2.02E-05,1.50E-06,2.82E-07,98.69253702,-4821.806548
TS00001042,ION_001,LOT250001A,2024.1.1 13:00,-766.502462,1951090.654,-2.07E+22,-1.08E+27,7.502366829,4836.014807,2.05E-05,1.50E-06,2.80E-07,98.64116575,3534.781314
TS00001043,ION_001,LOT250001A,2024.1.1 13:01,5395.857749,-4003473.519,2.30E+22,-1.30E+27,29.19658436,-2845.830309,2.08E-05,1.49E-06,2.80E-07,98.55230312,7803.579196
TS00001044,ION_001,LOT250001A,2024.1.1 13:02,941.8634734,785209.9358,-7.61E+22,6.22E+26,1.506804358,-362.6424934,2.11E-05,1.47E-06,2.81E-07,98.50230688,-3196.465907
TS00001045,ION_001,LOT250001A,2024.1.1 13:03,422.5813791,2367024.084,3.99E+22,-4.14E+27,-2.7300548,859.7115311,2.16E-05,1.44E-06,2.83E-07,98.60858552,-2488.502259
TS00001046,ION_001,LOT250001A,2024.1.1 13:03,4667.082699,-1001968.55,-2.78E+22,6.01E+26,25.36998568,3323.228633,2.21E-05,1.41E-06,2.87E-07,98.53674354,6929.805476
TS00001047,ION_001,LOT250001A,2024.1.1 13:04,3762.940779,1787378.196,6.08E+20,2.25E+27,21.45453112,-2968.923912,2.26E-05,1.38E-06,2.92E-07,98.58421972,-622.5322994
TS00001048,ION_001,LOT250001A,2024.1.1 13:05,-5129.193538,7072106.653,-4.64E+21,1.05E+27,13.19501559,-4608.586307,2.32E-05,1.34E-06,2.98E-07,98.50827324,-3738.666978
TS00001049,ION_001,LOT250001A,2024.1.1 13:06,7106.423421,-225543.0299,-6.36E+22,2.29E+27,7.796224789,3346.672378,2.38E-05,1.29E-06,3.05E-07,98.53805455,5606.627238
TS00001050,ION_001,LOT250001A,2024.1.1 13:06,6745.29877,1018424.679,-5.77E+22,2.17E+27,3.242660139,-5427.48892,2.44E-05,1.25E-06,3.12E-07,98.4967853,4104.204537
TS00001051,ION_001,LOT250001A,2024.1.1 13:07,-1252.250806,-1810142.709,4.84E+22,-8.86E+27,9.819488738,5778.11546,2.50E-05,1.20E-06,3.21E-07,98.58759604,1716.969537
TS00001052,ION_001,LOT250001A,2024.1.1 13:08,2858.28078,487970.8527,1.99E+22,3.18E+27,22.17016438,8.79000206,2.56E-05,1.15E-06,3.31E-07,98.5318104,6892.979789
TS00001053,ION_001,LOT250001A,2024.1.1 13:09,3275.858723,1185365.11,5.25E+22,-3.36E+27,8.132328926,-5562.909013,2.62E-05,1.11E-06,3.41E-07,98.53596959,7272.914193
TS00001054,ION_001,LOT250001A,2024.1.1 13:09,2366.319974,521635.3091,1.62E+22,-5.48E+27,26.79577953,-1299.308167,2.68E-05,1.06E-06,3.51E-07,98.45414823,904.5103664
TS00001055,ION_001,LOT250001A,2024.1.1 13:10,-854.8698806,-2514864.965,7.15E+21,-5.52E+27,-4.466318728,2134.473338,2.74E-05,1.02E-06,3.62E-07,98.47845143,11212.98267
TS00001056,ION_001,LOT250001A,2024.1.1 13:11,-1318.936421,550122.256,-8.63E+22,2.17E+27,3.713022513,-1516.759647,2.79E-05,9.88E-07,3.74E-07,98.42636527,9279.506818
TS00001057,ION_001,LOT250001A,2024.1.1 13:12,1284.693137,3689552.94,-1.35E+22,-1.11E+27,-0.411832203,690.6993343,2.84E-05,9.57E-07,3.85E-07,98.47978891,-8539.582828
TS00001058,ION_001,LOT250001A,2024.1.1 13:12,6095.018726,1155498.695,-1.37E+21,-8.41E+27,-8.109208347,3567.907929,2.89E-05,9.33E-07,3.96E-07,98.38730028,-3751.484469
TS00001059,ION_001,LOT250001A,2024.1.1 13:13,3593.266203,2438724.523,9.77E+22,2.39E+27,0.651625929,-203.6667161,2.92E-05,9.15E-07,4.07E-07,98.30578059,-9862.593513
TS00001060,ION_001,LOT250001A,2024.1.1 13:14,-51.49191785,-558924.8806,3.43E+22,-7.20E+27,5.815025067,-3145.143573,2.95E-05,9.04E-07,4.18E-07,98.26057337,-197.6095631
TS00001061,ION_001,LOT250001A,2024.1.1 13:15,4527.006146,1908205.514,7.68E+22,6.99E+26,6.364449277,-594.3589298,2.98E-05,9.00E-07,4.28E-07,98.42890706,-4620.879688
TS00001062,ION_001,LOT250001A,2024.1.1 13:15,-9947.713032,731475.9059,2.99E+22,1.19E+27,22.33028189,6259.928766,2.99E-05,9.04E-07,4.38E-07,98.35455626,-2630.134544
TS00001063,ION_001,LOT250001A,2024.1.1 13:16,6044.668147,-2344117.447,-3.56E+22,4.43E+27,4.799203638,7340.320543,3.00E-05,9.15E-07,4.47E-07,98.34315057,6897.44608
TS00001064,ION_001,LOT250001A,2024.1.1 13:17,-5509.249769,829316.7725,5.86E+21,8.91E+27,11.21168176,-7479.641534,3.00E-05,9.33E-07,4.55E-07,98.37590845,-7329.539953
TS00001065,ION_001,LOT250001A,2024.1.1 13:18,-3.306315467,-2446370.555,1.18E+22,-6.82E+27,-0.044189965,4964.679857,2.99E-05,9.57E-07,4.62E-07,98.20452361,2090.136155
TS00001066,ION_001,LOT250001A,2024.1.1 13:18,-3038.468275,-1549470.64,-4.70E+22,-2.62E+26,15.69038606,1602.167924,2.98E-05,9.88E-07,4.68E-07,98.25507469,2053.593516
TS00001067,ION_001,LOT250001A,2024.1.1 13:19,-3747.760492,505911.9999,-1.92E+22,-1.38E+27,22.5412136,4299.01785,2.95E-05,1.02E-06,4.73E-07,98.24731967,1014.018973
TS00001068,ION_001,LOT250001A,2024.1.1 13:20,6062.172735,775565.4764,-1.03E+22,2.17E+27,3.547784509,-1596.858416,2.92E-05,1.06E-06,4.76E-07,98.28259305,2067.758995
TS00001069,ION_001,LOT250001A,2024.1.1 13:21,-466.7021567,-2940760.297,8.03E+22,1.08E+27,-11.97486068,-6465.459572,2.89E-05,1.11E-06,4.79E-07,98.19745459,-9762.305904
TS00001070,ION_001,LOT250001A,2024.1.1 13:21,2772.924948,2667154.011,-1.04E+23,-1.76E+27,-7.785815087,2948.535494,2.84E-05,1.15E-06,4.80E-07,98.15888962,-2665.863158
TS00001071,ION_001,LOT250001A,2024.1.1 13:22,1179.874735,1462076.769,6.03E+22,-2.20E+27,0.308777869,-3149.864342,2.79E-05,1.20E-06,4.80E-07,98.14558994,9077.561377
TS00001072,ION_001,LOT250001A,2024.1.1 13:23,3254.514044,-1729885.624,-4.68E+22,-5.58E+27,1.879148741,-4935.19092,2.74E-05,1.25E-06,4.78E-07,98.25101738,-4643.004693
TS00001073,ION_001,LOT250001A,2024.1.1 13:24,1630.912475,-3812149.111,-6.86E+22,4.94E+27,4.161378837,-4651.23282,2.68E-05,1.29E-06,4.76E-07,98.1441614,9651.678978
TS00001074,ION_001,LOT250001A,2024.1.1 13:24,-3832.230919,-330568.007,5.90E+22,2.30E+27,1.680829799,3030.870446,2.62E-05,1.34E-06,4.72E-07,98.14174319,-5739.374081
TS00001075,ION_001,LOT250001A,2024.1.1 13:25,5260.133925,-1083282.02,3.66E+22,4.59E+27,-2.910418122,1190.304256,2.56E-05,1.38E-06,4.67E-07,98.18945135,-6365.136515
TS00001076,ION_001,LOT250001A,2024.1.1 13:26,-725.0263326,314315.6087,6.27E+22,-1.55E+27,-9.361984412,3768.060689,2.50E-05,1.41E-06,4.61E-07,98.11149934,-3513.894086
TS00001077,ION_001,LOT250001A,2024.1.1 13:27,-5001.394241,-876436.496,4.00E+22,-3.28E+27,1.031115328,3320.608558,2.44E-05,1.44E-06,4.54E-07,98.05026827,6865.348195
TS00001078,ION_001,LOT250001A,2024.1.1 13:27,-512.1986213,-4987392.707,1.03E+23,-5.39E+27,15.62872656,-1032.922487,2.38E-05,1.47E-06,4.46E-07,98.04585941,-1535.342126
TS00001079,ION_001,LOT250001A,2024.1.1 13:28,7179.414252,-939719.912,2.79E+22,1.79E+27,7.376413547,375.798569,2.32E-05,1.49E-06,4.37E-07,98.11190301,2898.410032
TS00001080,ION_001,LOT250001A,2024.1.1 13:29,4554.536234,-732998.5527,-7.82E+21,-5.20E+27,2.661207885,-1380.816677,2.26E-05,1.50E-06,4.27E-07,98.12978892,1516.833875
TS00001081,ION_001,LOT250001A,2024.1.1 13:30,-262.1655881,1615107.477,1.71E+22,9.24E+27,7.785104075,-168.7958894,2.21E-05,1.50E-06,4.17E-07,98.08537924,855.1320359
TS00001082,ION_001,LOT250001A,2024.1.1 13:30,-283.9402385,-1714634.589,6.22E+22,-6.54E+27,-6.008405148,-3188.599949,2.16E-05,1.50E-06,4.06E-07,98.10798185,7478.681042
TS00001083,ION_001,LOT250001A,2024.1.1 13:31,-190.6428534,4227465.044,-3.90E+22,1.37E+27,-7.130921985,2250.562052,2.11E-05,1.49E-06,3.95E-07,97.99719416,4948.487056
TS00001084,ION_001,LOT250001A,2024.1.1 13:32,9388.126349,-4748405.087,-3.26E+22,7.83E+27,-9.240917844,4997.595089,2.08E-05,1.47E-06,3.84E-07,97.99236381,-4638.381571
TS00001085,ION_001,LOT250001A,2024.1.1 13:33,2596.776398,3308537.211,-1.54E+22,3.00E+27,-2.696145483,-2560.592906,2.05E-05,1.44E-06,3.72E-07,98.17454346,-313.8193285
TS00001086,ION_001,LOT250001A,2024.1.1 13:33,2779.955286,-530252.4598,-1.05E+23,8.78E+26,-5.310228911,5839.922723,2.02E-05,1.41E-06,3.61E-07,98.11613595,9771.987797
TS00001087,ION_001,LOT250001A,2024.1.1 13:34,5174.676366,2179438.046,6.90E+21,-4.84E+27,11.37761498,1178.130167,2.01E-05,1.38E-06,3.50E-07,98.08603507,2646.351496
TS00001088,ION_001,LOT250001A,2024.1.1 13:35,2005.55129,229914.937,-9.43E+22,-6.91E+27,-5.042920451,1697.751997,2.00E-05,1.34E-06,3.40E-07,98.00813645,-6493.835166
TS00001089,ION_001,LOT250001A,2024.1.1 13:36,14.22607103,2879239.958,2.65E+21,3.85E+27,-7.872688222,-6054.721931,2.00E-05,1.29E-06,3.30E-07,98.02321145,-6139.799858
TS00001090,ION_001,LOT250001A,2024.1.1 13:36,268.1431535,-938109.3152,4.33E+22,7.53E+27,20.05153189,-6476.349038,2.01E-05,1.25E-06,3.20E-07,98.02947575,5499.269093
TS00001091,ION_001,LOT250001A,2024.1.1 13:37,773.3836591,-2716306.346,-2.38E+22,-2.19E+27,-3.391604834,1338.989188,2.02E-05,1.20E-06,3.12E-07,98.09018905,4566.975283
TS00001092,ION_001,LOT250001A,2024.1.1 13:38,920.1456435,3581459.25,8.39E+22,-5.70E+27,3.177016623,3931.37044,2.05E-05,1.15E-06,3.04E-07,98.0399923,-3542.793286
