PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,RF_POWER_SOURCE,RF_POWER_BIAS,CHAMBER_PRESSURE,GAS_FLOW_CF4,GAS_FLOW_O2,GAS_FLOW_AR,GAS_FLOW_CL2,ELECTRODE_TEMP,CHAMBER_WALL_TEMP,HELIUM_PRESSURE,ENDPOINT_SIGNAL,PLASMA_DENSITY
TS00001124,ETCH_001,LOT250001A,2024.1.1 14:02,-5558.291499,155.2763316,10.7530808,1.322684356,34.4982923,-114.0106753,1.510870672,58.81274502,70.90018421,9.116053792,14655.54602,-3.02E+21
TS00001125,ETCH_001,LOT250001A,2024.1.1 14:03,11075.65584,159.6409391,14.50288411,53.97319718,38.43359126,359.0260559,-16.17269312,61.34850647,73.82167261,9.267389651,-1070.667415,-5.69E+20
TS00001126,ETCH_001,LOT250001A,2024.1.1 14:03,-5628.072358,73.41097229,6.62924673,59.91202464,10.29336717,154.3048957,-35.15025476,64.60132945,70.6909621,8.468960966,17530.70299,3.05E+21
TS00001127,ETCH_001,LOT250001A,2024.1.1 14:04,3040.746145,83.91045967,11.8705817,84.07030877,45.46732763,480.2701145,9.440745091,62.34117631,72.16055479,9.341183096,13204.5313,-1.40E+21
TS00001128,ETCH_001,LOT250001A,2024.1.1 14:05,-3325.393078,242.0033111,13.7518421,-43.26982886,29.80028899,429.0969829,-15.2551084,69.7029446,74.60407674,9.215727376,-2430.576602,-1.06E+20
TS00001129,ETCH_001,LOT250001A,2024.1.1 14:06,791.5450099,87.0682778,13.07485307,73.05009481,21.11243051,499.3972873,-11.40634389,60.7939422,71.4285769,7.898550581,21279.76306,2.81E+21
TS00001130,ETCH_001,LOT250001A,2024.1.1 14:06,3126.223727,227.5011844,16.28892347,21.48420818,43.40471803,502.7701852,13.668292,59.41266207,74.18010817,8.504829957,6516.890817,-1.08E+21
TS00001131,ETCH_001,LOT250001A,2024.1.1 14:07,3060.586242,110.4163281,13.2690517,81.79348856,33.20709946,170.4568588,-34.81201665,65.23233812,75.7080482,9.086128117,23979.68976,2.25E+21
TS00001132,ETCH_001,LOT250001A,2024.1.1 14:08,3644.615104,122.0085869,13.44790519,28.96745958,44.94628078,-158.1044942,-38.63377888,55.86634675,73.14769085,9.133597251,5079.360211,-1.82E+21
TS00001133,ETCH_001,LOT250001A,2024.1.1 14:09,10778.16497,183.0415697,15.8541577,38.03221237,36.40602233,-134.4197283,36.39581753,66.94235069,72.24340329,11.21525788,-3579.087292,-5.78E+21
TS00001134,ETCH_001,LOT250001A,2024.1.1 14:09,3802.340224,192.2337353,15.09123074,63.33835968,31.1634511,-395.799816,-38.86686581,55.95123392,72.0150128,10.39883238,-5647.165129,2.46E+21
TS00001135,ETCH_001,LOT250001A,2024.1.1 14:10,-395.9052222,106.5955413,14.33793075,34.39123538,28.72444685,-147.7077981,-7.420332356,65.78415496,75.26825135,10.02185791,-1545.631148,8.77E+20
TS00001136,ETCH_001,LOT250001A,2024.1.1 14:11,6844.311706,87.56328116,17.07253242,59.79828224,34.08492052,137.8166518,-29.35993115,59.48867973,75.36030232,10.63125618,-3721.528064,1.01E+21
TS00001137,ETCH_001,LOT250001A,2024.1.1 14:12,8190.365483,105.4644332,14.6121287,33.51734297,24.07412351,-21.78474469,12.64221111,65.25402428,75.74948757,10.98383928,14681.44262,-2.19E+21
TS00001138,ETCH_001,LOT250001A,2024.1.1 14:12,-6315.252237,127.4573212,15.16574672,10.41737154,18.59434521,70.7387436,42.40312228,67.55097528,73.65254932,11.55238392,1651.055654,-2.03E+21
TS00001139,ETCH_001,LOT250001A,2024.1.1 14:13,4634.795073,159.4570909,15.8089114,126.9740925,32.10270838,236.7304235,34.9278371,63.92648321,75.38050131,11.22057509,-14228.42333,2.30E+21
TS00001140,ETCH_001,LOT250001A,2024.1.1 14:14,5260.579004,105.5000247,20.92787998,36.90567858,23.42946119,35.45802334,104.9008019,57.30820564,73.8679088,11.82960594,4011.330052,4.86E+20
TS00001141,ETCH_001,LOT250001A,2024.1.1 14:15,-725.5923234,142.1331779,9.886385371,84.03310438,24.08234415,-170.9080498,66.87331628,58.97103881,72.72905864,13.6169972,3105.130431,-2.35E+20
TS00001142,ETCH_001,LOT250001A,2024.1.1 14:15,9323.275469,203.5478171,19.29555641,123.6312291,33.52880839,94.47518683,6.946985015,59.96174876,75.84719225,13.44414667,-2867.363105,4.42E+20
TS00001143,ETCH_001,LOT250001A,2024.1.1 14:16,180.8008927,128.8574464,18.73052267,71.1187718,20.41480469,-118.4379557,-0.941249218,54.2815161,76.71355956,13.47037659,4464.116821,3.02E+21
TS00001144,ETCH_001,LOT250001A,2024.1.1 14:17,1849.356072,125.8790409,14.74859891,64.74184381,20.66650709,37.06202313,115.7293856,69.54667309,72.82796234,13.9146325,1318.107569,1.45E+21
TS00001145,ETCH_001,LOT250001A,2024.1.1 14:18,74.65963311,17.68501061,19.99595658,108.6288961,13.53956142,439.2054168,65.44956596,64.61363136,72.88987131,14.1459012,8070.096623,-9.49E+20
TS00001146,ETCH_001,LOT250001A,2024.1.1 14:18,1225.917235,-46.98594383,20.6444126,145.8976928,22.93315944,34.82084816,49.81634313,58.54023745,74.59295668,14.23883299,7458.368031,-2.81E+21
TS00001147,ETCH_001,LOT250001A,2024.1.1 14:19,-5424.001256,136.5468387,21.12298051,55.753523,21.29518888,544.3102303,32.51376096,71.65170812,76.04474417,15.09431439,5337.225165,1.18E+21
TS00001148,ETCH_001,LOT250001A,2024.1.1 14:20,-7463.930206,110.2307361,13.17189827,97.58961644,26.06784733,458.7946342,36.24304895,61.02281793,72.98079548,15.18817344,-11316.76034,-1.85E+21
TS00001149,ETCH_001,LOT250001A,2024.1.1 14:21,10767.2924,87.93269962,23.32740978,35.07187942,10.63344507,-44.43206221,-18.94032997,65.93890985,75.08624712,13.49116281,22849.95598,-2.36E+21
TS00001150,ETCH_001,LOT250001A,2024.1.1 14:21,-3856.834737,136.483123,18.13346806,89.11425388,11.3207706,-177.682278,27.52189482,60.71659348,73.9173464,14.85793814,-13907.3947,2.63E+21
TS00001151,ETCH_001,LOT250001A,2024.1.1 14:22,-4698.354097,121.3757762,21.71641937,106.3681874,23.41080883,86.86145952,22.13694192,54.90869923,75.9044132,13.64476254,362.9082318,1.74E+21
TS00001152,ETCH_001,LOT250001A,2024.1.1 14:23,-11645.27403,195.7955043,21.83049427,70.65730836,17.72357951,388.4306044,-9.934885012,58.334851,73.69931468,15.54836359,-9291.871182,7.71E+20
TS00001153,ETCH_001,LOT250001A,2024.1.1 14:24,-2534.032509,136.346992,17.71969354,86.09198987,5.976482647,-22.15346162,-1.677661897,63.07150044,76.08950887,15.59664938,5623.170313,-2.48E+21
TS00001154,ETCH_001,LOT250001A,2024.1.1 14:24,-6614.91385,89.26441289,21.45261831,47.26645899,28.06869878,327.908212,57.41788988,69.96202592,74.72273562,14.23962845,3055.855943,3.58E+21
TS00001155,ETCH_001,LOT250001A,2024.1.1 14:25,11198.4417,196.1656794,18.68514933,105.6092781,-1.889119941,403.6808392,5.976545802,67.3593319,73.57512315,14.52383698,0.535754923,2.06E+21
TS00001156,ETCH_001,LOT250001A,2024.1.1 14:26,7426.459587,126.1142711,14.27658967,143.4081098,23.15701592,-91.05923841,69.99988416,66.48319796,75.08961512,12.52675472,16886.30648,-6.08E+20
TS00001157,ETCH_001,LOT250001A,2024.1.1 14:27,-2741.99265,172.7725409,22.14099444,55.69361776,3.004590215,-65.50159637,-45.79278888,55.88676846,72.09280316,15.06241671,12817.40212,-1.03E+21
TS00001158,ETCH_001,LOT250001A,2024.1.1 14:27,14918.71748,114.1754881,17.01316265,72.84160913,34.97652068,282.9241554,-10.192653,72.44114695,74.15922656,14.55097834,-1511.951531,1.57E+20
TS00001159,ETCH_001,LOT250001A,2024.1.1 14:28,7309.458507,105.0315172,16.50860948,115.8183858,1.248043739,144.1465534,-41.38875746,67.36184792,75.49450243,14.64255712,9829.54302,-9.57E+20
TS00001160,ETCH_001,LOT250001A,2024.1.1 14:29,-518.0228906,149.8038606,17.29889466,141.9992146,28.89808141,-63.73177791,-31.16439414,65.79786718,72.31375211,14.6152276,17465.51569,4.42E+21
TS00001161,ETCH_001,LOT250001A,2024.1.1 14:30,-13556.22299,145.7697186,18.61951807,31.4527474,17.33818534,21.50403825,-19.11201891,72.20720052,71.09015647,11.82535262,12863.4504,-7.71E+20
TS00001162,ETCH_001,LOT250001A,2024.1.1 14:30,15192.11289,173.5433889,17.40203105,81.9962368,15.35492447,93.84444968,16.3146886,72.93117322,71.40584422,13.36138373,519.1010383,-2.14E+21
TS00001163,ETCH_001,LOT250001A,2024.1.1 14:31,-6887.829455,127.9023851,18.49906377,97.58104328,21.81773455,-277.6620376,16.44708649,72.613574,76.8662582,13.51974556,-13991.20562,3.18E+21
TS00001164,ETCH_001,LOT250001A,2024.1.1 14:32,-8422.787136,32.63854346,13.34496618,79.66193398,27.28993903,307.1834213,-9.940069435,65.75030697,74.71383309,10.46650836,5187.277149,-1.14E+21
TS00001165,ETCH_001,LOT250001A,2024.1.1 14:33,7581.880042,115.2139069,14.38748351,-17.81930897,12.98557916,-1.544246722,-54.06029183,62.11151365,73.97653353,11.28376597,8653.660404,1.57E+21
TS00001166,ETCH_001,LOT250001A,2024.1.1 14:33,16078.72574,186.7712437,15.49217964,98.86326048,14.9683096,-575.3183186,59.69553128,72.21456708,76.13221326,10.74588723,-5704.747647,1.35E+21
TS00001167,ETCH_001,LOT250001A,2024.1.1 14:34,9736.602322,118.9131403,20.05867083,137.2578682,30.7427806,117.2409182,9.547060015,60.58349616,74.04019916,11.4925778,2237.256069,-1.17E+20
TS00001168,ETCH_001,LOT250001A,2024.1.1 14:35,4802.320305,119.2968058,14.55841486,78.94993415,8.30347229,-59.48049843,-12.54684732,77.28149077,74.97527282,8.237972655,1199.323217,-1.95E+21
TS00001169,ETCH_001,LOT250001A,2024.1.1 14:36,4972.628699,190.3629302,17.08638949,31.00727807,20.65996496,550.9165835,31.97827174,67.8191317,74.53042072,11.72208996,15917.31766,-9.64E+19
TS00001170,ETCH_001,LOT250001A,2024.1.1 14:36,6507.402774,85.41029567,14.00567171,49.8955376,58.0152846,-14.76748286,32.52004449,62.50599561,73.69820182,9.71181076,20585.69942,-2.34E+21
TS00001171,ETCH_001,LOT250001A,2024.1.1 14:37,5921.128589,32.43180691,12.24576843,139.6161828,19.00111588,-139.8616906,19.13648483,61.77958349,74.75275855,10.39743398,13802.1447,-4.74E+19
TS00001172,ETCH_001,LOT250001A,2024.1.1 14:38,3033.499279,112.2334435,12.39744949,103.872368,41.18506724,264.5486731,35.39045988,61.67651115,75.37243118,9.316866446,1191.980836,1.55E+21
TS00001173,ETCH_001,LOT250001A,2024.1.1 14:39,1948.831534,89.76922304,12.17018235,92.00553502,24.8131818,-24.48090773,-1.98597633,68.88893448,73.83058998,9.653583088,13517.37377,3.44E+21
TS00001174,ETCH_001,LOT250001A,2024.1.1 14:39,924.17921,57.94541082,13.69869746,79.88484012,36.65630901,-51.13071199,56.74403258,68.27459773,73.30720224,7.004974084,8516.083363,-2.18E+21
TS00001175,ETCH_001,LOT250001A,2024.1.1 14:40,-3248.720886,102.7215876,15.24940822,38.71222149,38.91868808,274.2358197,4.828295918,62.24312466,73.36930547,8.677261761,1262.807635,-5.01E+20
TS00001176,ETCH_001,LOT250001A,2024.1.1 14:41,-434.0504612,140.3482032,12.36366821,56.97715277,44.3797373,-110.116827,16.83291034,66.75325497,70.31648696,9.76298509,22915.32425,-1.05E+21
TS00001177,ETCH_001,LOT250001A,2024.1.1 14:42,-8932.807532,108.2623464,14.11512798,62.04079655,31.69929928,-211.1788886,54.19836325,61.80516621,74.06377236,9.283515008,-5412.627348,5.47E+20
TS00001178,ETCH_001,LOT250001A,2024.1.1 14:42,610.2242618,125.5987339,8.452622785,87.61130942,54.09116486,587.7661622,70.06541624,71.69706438,71.69720267,7.621093533,7979.887856,-3.04E+21
TS00001179,ETCH_001,LOT250001A,2024.1.1 14:43,-4755.171553,214.7833316,9.581890328,126.7612261,28.69185224,304.2437501,80.23815592,68.57959988,74.32331767,9.265952947,10307.40985,-1.86E+21
TS00001180,ETCH_001,LOT250001A,2024.1.1 14:44,-5467.886638,84.67350149,8.600470536,112.2073919,37.18784748,96.38217311,62.60847657,67.05876253,73.10749059,8.634211867,-993.7015022,-3.38E+21
TS00001181,ETCH_001,LOT250001A,2024.1.1 14:45,2211.807856,121.7009181,11.0308289,12.04428588,37.43303661,164.5815473,19.09461327,62.60453132,73.2620553,8.758071691,7441.381879,-2.88E+21
TS00001182,ETCH_001,LOT250001A,2024.1.1 14:45,9465.104297,74.69343143,9.223020227,79.38042621,23.76768837,294.8723172,-19.8443027,67.63462487,74.01332459,8.444469272,11273.68561,-1.32E+21
TS00001183,ETCH_001,LOT250001A,2024.1.1 14:46,6605.796987,55.19728648,11.86385884,101.722054,32.00813689,414.623327,65.88201588,67.14800022,71.42907016,10.64456039,4234.540806,3.34E+21
TS00001184,ETCH_001,LOT250001A,2024.1.1 14:47,-8341.869207,72.08541031,7.674962919,99.03787731,36.23541171,-14.90613912,62.06273746,70.89234364,73.22668495,11.39423261,6484.157533,6.95E+20
TS00001185,ETCH_001,LOT250001A,2024.1.1 14:48,-4868.73423,80.09414582,10.11744379,51.31506363,29.92956164,268.3279712,-2.039283104,70.21662329,72.92650076,12.63079095,2786.754179,1.30E+20
TS00001186,ETCH_001,LOT250001A,2024.1.1 14:48,6704.415825,132.4264122,11.77870307,195.3840287,58.17230646,52.71321856,43.00041622,73.41533313,72.09882845,9.746305464,9683.779759,2.69E+21
TS00001187,ETCH_001,LOT250001A,2024.1.1 14:49,-4841.381811,254.1888422,4.993827257,30.16899122,24.77715577,134.6258884,2.808361071,67.10125254,70.83370112,12.128491,-601.5900908,7.67E+20
TS00001188,ETCH_001,LOT250001A,2024.1.1 14:50,-297.4042457,72.95758383,15.59967442,40.41665174,44.25365614,224.4005722,55.47694666,60.28671562,72.96824783,12.56148267,-1446.179139,9.55E+20
TS00001189,ETCH_001,LOT250001A,2024.1.1 14:51,4350.707248,93.82214178,9.767985025,95.59961364,40.22471681,184.7787881,-7.003638514,74.60434681,72.97979153,11.66591735,1865.390235,-9.46E+20
TS00001190,ETCH_001,LOT250001A,2024.1.1 14:51,-4756.524179,118.0839299,5.633690081,173.4197485,30.63710569,372.4173867,66.21493843,65.02424128,71.94442262,11.7363234,13489.15107,-1.27E+21
TS00001191,ETCH_001,LOT250001A,2024.1.1 14:52,1692.041734,148.7479309,11.35014977,57.73254586,21.1654462,312.2224895,29.31776868,64.22069732,70.01854668,11.94988289,-15823.63149,-2.62E+21
TS00001192,ETCH_001,LOT250001A,2024.1.1 14:53,-6935.11838,143.941738,11.33305332,82.88245121,21.11523775,-184.8259061,59.04462482,69.5858857,70.68375727,12.80271996,-7441.230835,-1.20E+21
TS00001193,ETCH_001,LOT250001A,2024.1.1 14:54,-2527.071449,208.2260875,11.37252852,138.8082828,22.54984636,-145.6404678,-8.884319016,71.35426837,71.23668863,13.78983982,24417.48918,-5.61E+20
TS00001194,ETCH_001,LOT250001A,2024.1.1 14:54,3014.588956,-11.50371424,14.41344251,97.0339936,8.768958832,102.8121814,17.62214072,67.22540178,72.21388602,15.13637278,4423.682863,6.89E+20
TS00001195,ETCH_001,LOT250001A,2024.1.1 14:55,-8444.871822,-6.460087166,14.18947845,86.19521837,15.46778892,653.6451399,-22.65078174,67.21797285,68.66193507,15.18171039,-2382.163869,-7.35E+19
TS00001196,ETCH_001,LOT250001A,2024.1.1 14:56,3775.291377,109.3894453,13.47473798,123.805656,9.547329651,-15.34513231,33.18442265,67.98331011,70.04992115,12.97317573,9657.096999,-7.30E+20
TS00001197,ETCH_001,LOT250001A,2024.1.1 14:57,1035.822472,207.0183511,14.28476632,113.4268532,36.70851944,146.3734807,36.7030394,77.04327526,70.15286442,13.91896112,-6117.827052,-1.82E+21
TS00001198,ETCH_001,LOT250001A,2024.1.1 14:57,4491.314816,48.88124859,13.34414835,144.8130811,28.3344313,65.0278558,83.87331562,69.96441939,70.49642805,15.95900579,-19268.68722,7.98E+20
TS00001199,ETCH_001,LOT250001A,2024.1.1 14:58,2543.746827,-36.43681006,18.50182055,156.0304188,28.94600432,61.09463904,28.93932563,65.15031944,68.53714247,14.24776593,5336.196079,-9.96E+20
TS00001200,ETCH_001,LOT250001A,2024.1.1 14:59,9409.775933,179.0245312,10.83146839,117.1224164,25.9610461,244.4612724,38.91210636,65.20861602,70.03451779,14.92512136,-5489.125233,7.08E+20
TS00001201,ETCH_001,LOT250001A,2024.1.1 15:00,2001.347016,159.6194334,15.34912919,116.669309,20.79182371,550.194319,5.875088705,68.7455791,69.7709189,13.46523996,2863.897781,-3.83E+21
TS00001202,ETCH_001,LOT250001A,2024.1.1 15:00,-1301.3666,79.3412624,15.63310314,113.4067333,32.85347524,313.8934364,39.0521009,71.18682247,68.56053811,16.01407418,5175.294791,6.73E+20
TS00001203,ETCH_001,LOT250001A,2024.1.1 15:01,2033.522996,84.88875428,17.97010759,123.9368855,11.34985964,-1.277005291,14.12513203,72.41003445,69.82501302,13.1842761,3332.965095,1.49E+21
TS00001204,ETCH_001,LOT250001A,2024.1.1 15:02,4583.413085,84.63550731,14.28532084,105.8023552,17.83137058,887.4217402,31.51322469,70.59860284,69.08029645,13.31079993,-15149.15602,1.24E+21
TS00001205,ETCH_001,LOT250001A,2024.1.1 15:03,1639.511157,147.8124589,12.48144126,102.5017943,23.64767601,218.0724633,35.50367644,65.75120675,70.53083986,15.57465539,2230.365476,-3.93E+20
TS00001206,ETCH_001,LOT250001A,2024.1.1 15:03,1611.107198,101.5632191,17.66201004,149.0454247,2.490142823,53.24758672,21.56610872,67.81873521,68.36046893,16.15510649,6437.44077,1.83E+21
TS00001207,ETCH_001,LOT250001A,2024.1.1 15:04,-2825.040706,166.3995402,18.38221021,160.2240198,46.31207257,549.512918,35.46075868,73.58097566,69.73005023,13.92535591,-11988.78923,-2.55E+21
TS00001208,ETCH_001,LOT250001A,2024.1.1 15:05,-2573.302857,-37.19778978,21.78853379,37.44636201,15.39914018,77.97369814,23.26989233,64.14912401,68.29562905,13.87009544,-13163.53428,-1.78E+20
TS00001209,ETCH_001,LOT250001A,2024.1.1 15:06,-6996.766046,79.76922798,15.24683041,96.11738197,16.42699978,609.5437477,23.57846718,67.51414884,68.52778867,14.42493199,-8650.034555,-3.87E+20
TS00001210,ETCH_001,LOT250001A,2024.1.1 15:06,11928.42587,60.56545165,21.63728976,65.96780849,27.59719131,-25.44430147,67.18166006,72.78878272,69.79906376,13.53784091,9515.185056,2.07E+21
TS00001211,ETCH_001,LOT250001A,2024.1.1 15:07,-6022.968109,109.6195593,24.96362088,78.74148123,24.32668082,547.9584469,39.528257,74.13168971,69.63759544,12.59115462,-17933.15746,-4.04E+21
TS00001212,ETCH_001,LOT250001A,2024.1.1 15:08,-2710.973737,89.58844519,18.35929792,104.8482747,15.83213475,238.7875782,43.55658837,68.73982699,68.59923511,12.12523568,10345.27618,-2.12E+21
TS00001213,ETCH_001,LOT250001A,2024.1.1 15:09,-2860.838248,166.6902869,16.29677971,113.0333453,17.14888265,509.2114895,-12.16144443,67.59284838,68.76691246,10.7782534,5960.768786,3.49E+21
TS00001214,ETCH_001,LOT250001A,2024.1.1 15:09,6819.151607,4.359983706,18.68696793,79.25913186,1.319280519,659.6687825,42.2651098,62.97818342,66.94402497,12.02127604,-546.8182005,-4.86E+21
TS00001215,ETCH_001,LOT250001A,2024.1.1 15:10,-323.2406196,115.9737835,19.87792822,4.718760319,11.41967237,-101.2806231,43.13900903,72.15233488,71.18925127,11.35513092,-12794.49323,1.63E+21
TS00001216,ETCH_001,LOT250001A,2024.1.1 15:11,8926.663739,144.3580498,21.34791139,40.21783689,22.88241589,498.3322178,12.68509623,76.04893105,70.08432284,10.67888746,-5973.254093,-1.40E+21
TS00001217,ETCH_001,LOT250001A,2024.1.1 15:12,-2609.978335,220.2185063,18.51164682,112.344401,22.96836877,-175.4346364,84.43088879,82.20730369,70.0057878,9.821028809,9786.597571,5.09E+20
TS00001218,ETCH_001,LOT250001A,2024.1.1 15:12,3092.830558,78.27391125,23.88552914,-35.33359278,31.64290134,-87.70840511,-49.61867572,71.23594105,66.61905085,9.582041847,14508.05012,2.83E+21
TS00001219,ETCH_001,LOT250001A,2024.1.1 15:13,-3607.979671,125.4463859,17.17424272,119.7486063,19.19919081,-29.56340037,39.80066577,68.96724137,68.10889659,10.64426726,-8401.824778,5.86E+20
TS00001220,ETCH_001,LOT250001A,2024.1.1 15:14,14257.80419,-2.985534366,15.53157093,91.26982708,7.563016079,294.3153867,34.99745478,64.53634981,68.49841782,10.6065914,13299.922,2.87E+21
TS00001221,ETCH_001,LOT250001A,2024.1.1 15:15,-5758.033464,-38.51737226,22.52205864,121.4667034,33.08040544,173.704819,27.43070918,59.6508004,66.10932758,9.278544476,8708.752327,-9.85E+20
TS00001222,ETCH_001,LOT250001A,2024.1.1 15:15,3205.274996,155.9326957,13.90222055,59.53109892,37.98299055,120.6504733,14.35185176,69.83557131,70.35409121,8.981848344,1750.341129,-7.20E+20
TS00001223,ETCH_001,LOT250001A,2024.1.1 15:16,5126.286196,105.6452521,18.87120898,-16.05174668,33.73114477,195.9278855,23.8554608,80.60426181,71.2207689,8.4423873,-5590.354695,1.57E+21
TS00001224,ETCH_001,LOT250001A,2024.1.1 15:17,3782.532562,177.8906309,26.92960569,82.84284244,24.24217526,304.089059,32.0986171,75.1046165,72.16109806,9.937388556,-4054.698313,-8.79E+20
TS00001225,ETCH_001,LOT250001A,2024.1.1 15:18,163.3406934,26.41548677,18.82245733,116.1438309,37.44096032,320.201557,-16.51093628,74.22766448,67.53502934,9.051552089,19961.66911,1.19E+21
TS00001226,ETCH_001,LOT250001A,2024.1.1 15:18,471.0758016,142.0519927,15.73361478,101.9888722,62.37927472,423.5417089,13.97586867,69.76354799,69.3228157,9.331110881,3492.996786,2.37E+21
TS00001227,ETCH_001,LOT250001A,2024.1.1 15:19,1487.802185,225.3733654,18.04362629,38.65004663,30.29527895,601.8691772,-0.233814022,70.22035133,71.18124058,9.346279013,14986.88002,1.74E+21
TS00001228,ETCH_001,LOT250001A,2024.1.1 15:20,318.2500128,141.1025265,17.68341492,69.0987798,17.02702842,138.3927452,-26.7596993,56.18782274,68.87384876,8.817319058,4087.378528,-3.16E+21
TS00001229,ETCH_001,LOT250001A,2024.1.1 15:21,6959.64979,135.4145504,17.81039322,45.09101953,25.21645248,10.35869374,28.85018036,71.99967285,68.46799386,8.161846452,-2867.190559,-6.83E+20
TS00001230,ETCH_001,LOT250001A,2024.1.1 15:21,14416.78727,122.3846755,18.64139691,34.70320783,38.19129306,290.9495379,-7.865342152,65.16783242,66.59042223,8.47456012,7493.364136,5.64E+20
TS00001231,ETCH_001,LOT250001A,2024.1.1 15:22,-2212.507761,30.74711257,13.94730705,107.035203,16.65708932,-151.5145538,-33.75253903,64.43028953,71.16594991,10.588046,23228.35072,-4.88E+20
TS00001232,ETCH_001,LOT250001A,2024.1.1 15:23,-7105.727299,209.4630654,20.30958635,22.519335,35.06931115,-38.08226066,-2.560009195,66.19413212,69.52209111,9.159978234,-4788.704273,1.59E+20
TS00001233,ETCH_001,LOT250001A,2024.1.1 15:24,566.2050613,94.5288815,16.23945188,36.49886298,37.74178074,378.556272,-7.69731525,65.89411153,68.54712192,9.718401943,10798.47773,5.90E+20
TS00001234,ETCH_001,LOT250001A,2024.1.1 15:24,16559.39044,164.3488054,16.97403891,30.12243876,49.73855597,94.88022259,49.91251248,63.95702912,70.16303179,9.371568133,3576.888518,-1.05E+21
TS00001235,ETCH_001,LOT250001A,2024.1.1 15:25,-3753.012818,42.97364665,13.1156739,16.87451324,47.81826589,-178.8394543,26.47579272,67.47812873,70.06858099,9.628202258,-12806.98356,-3.87E+20
TS00001236,ETCH_001,LOT250001A,2024.1.1 15:26,10894.48953,68.37455575,17.43378302,84.67623179,43.56699493,-251.840029,66.10673729,64.47856452,70.19874734,10.38070052,-13010.15978,-2.36E+21
TS00001237,ETCH_001,LOT250001A,2024.1.1 15:27,11119.74743,227.2855838,13.11391954,127.7124956,13.37242034,130.3079704,7.229618175,67.63051124,69.73318502,12.95742252,-2787.39452,-9.56E+20
TS00001238,ETCH_001,LOT250001A,2024.1.1 15:27,-2271.134796,121.9819931,14.00019168,76.34911936,44.16004145,401.2467789,55.786456,59.54985038,72.60974635,12.40386209,5234.087741,-3.05E+21
TS00001239,ETCH_001,LOT250001A,2024.1.1 15:28,4464.293129,231.2176589,10.53833835,26.02589837,41.8278151,395.688013,116.7463861,65.77033391,70.09770355,11.71426157,10571.9263,2.33E+20
TS00001240,ETCH_001,LOT250001A,2024.1.1 15:29,10823.92229,140.0599273,9.962463855,122.3454079,37.03042682,139.1944636,43.82557421,61.21221165,72.85345922,13.53673306,-13890.41743,-3.86E+20
TS00001241,ETCH_001,LOT250001A,2024.1.1 15:30,-1214.977749,34.48613362,13.781587,158.60841,16.74604926,611.7765051,60.11531361,63.33783838,71.40091437,12.789982,8376.975202,-1.83E+21
TS00001242,ETCH_001,LOT250001A,2024.1.1 15:30,-152.4475711,198.2778228,10.5844236,67.66589287,25.74220573,81.57851224,55.68725045,67.11194975,71.21540791,14.49624392,697.4843377,3.57E+21
TS00001243,ETCH_001,LOT250001A,2024.1.1 15:31,-2408.951069,108.6275913,9.220599144,76.57436523,21.19465663,71.54276015,-7.691858896,58.22346136,70.65596687,15.5980377,1944.941214,-4.91E+20
TS00001244,ETCH_001,LOT250001A,2024.1.1 15:32,-4992.643033,184.7414593,9.441266583,118.374905,11.96527238,-537.1003301,52.10326634,61.97867932,72.42700627,14.83761753,7826.91656,5.73E+20
TS00001245,ETCH_001,LOT250001A,2024.1.1 15:33,-2782.574692,142.6929919,12.52574305,164.4543225,31.2477621,-8.329561585,42.76609541,68.7817285,71.27836291,14.27200174,19428.61025,-1.28E+21
TS00001246,ETCH_001,LOT250001A,2024.1.1 15:33,-6211.198651,46.55504195,8.972372726,80.38697406,22.38004674,315.4509329,24.34283341,58.71628312,69.85573352,15.05642987,5027.83936,-8.29E+20
TS00001247,ETCH_001,LOT250001A,2024.1.1 15:34,1358.150075,146.613391,10.05698024,49.22814236,55.62421347,492.5611762,3.747115363,74.51600187,69.95263177,14.64248414,-11555.56643,6.49E+20
TS00001248,ETCH_001,LOT250001A,2024.1.1 15:35,-3443.464297,265.8531985,10.23610095,128.852274,26.64047605,-106.673021,48.85689913,71.49258135,72.18305017,13.13693093,157.2761755,-6.65E+20
TS00001249,ETCH_001,LOT250001A,2024.1.1 15:36,2602.977493,160.7595274,5.295191531,136.3343861,40.18023917,215.9573473,-3.650243898,62.84131718,70.33784653,14.31658661,10561.55153,6.61E+18
TS00001250,ETCH_001,LOT250001A,2024.1.1 15:36,-8110.440524,124.6776241,6.344374164,105.087552,10.4375736,361.8184217,86.82008786,61.22100536,71.75592046,14.11991167,10897.97164,1.61E+21
TS00001251,ETCH_001,LOT250001A,2024.1.1 15:37,3235.281393,189.5206041,10.84069472,82.67466961,19.69910414,102.8020383,23.4250725,66.00969952,73.58577681,14.39088806,8708.243741,-1.04E+21
TS00001252,ETCH_001,LOT250001A,2024.1.1 15:38,6276.240416,134.5114186,8.179616774,144.6174433,24.84041491,-470.7214508,-19.50993115,57.60563492,72.60668822,16.59064839,-3052.773885,-2.66E+21
TS00001253,ETCH_001,LOT250001A,2024.1.1 15:39,-10662.67588,131.3917139,12.73037602,125.4931034,13.6757529,162.2167648,-0.94175664,54.67533378,71.21788284,15.91568425,-11638.04167,-3.05E+21
